"","Volume","Taxon name"
"Codriophorus fascicularis","Volume 27","Codriophorus fascicularis"
"Coeloglossum viride","Volume 26","Coeloglossum viride"
"Comandra umbellata","Volume 12","Comandra umbellata"
"Comandra umbellata subsp. umbellata","Volume 12","Comandra umbellata subsp. umbellata"
"Comarum palustre","Volume 9","Comarum palustre"
"Commelina communis","Volume 22","Commelina communis"
"Comptonia peregrina","Volume 3","Comptonia peregrina"
"Conardia compacta","Volume 28","Conardia compacta"
"Conopholis americana","Volume 17","Conopholis americana"
"Conostomum tetragonum","Volume 28","Conostomum tetragonum"
"Conringia orientalis","Volume 7","Conringia orientalis"
"Convallaria majalis var. majalis","Volume 26","Convallaria majalis var. majalis"
"Conyza canadensis","Volume 20","Conyza canadensis"
"Coptis trifolia","Volume 3","Coptis trifolia"
"Corallorhiza maculata var. maculata","Volume 26","Corallorhiza maculata var. maculata"
"Corallorhiza maculata var. occidentalis","Volume 26","Corallorhiza maculata var. occidentalis"
"Corallorhiza odontorhiza var. odontorhiza","Volume 26","Corallorhiza odontorhiza var. odontorhiza"
"Corallorhiza striata var. striata","Volume 26","Corallorhiza striata var. striata"
"Corallorhiza striata var. vreelandii","Volume 26","Corallorhiza striata var. vreelandii"
"Corallorhiza trifida","Volume 26","Corallorhiza trifida"
"Corema conradii","Volume 8","Corema conradii"
"Coreopsis grandiflora","Volume 21","Coreopsis grandiflora"
"Coreopsis tinctoria","Volume 21","Coreopsis tinctoria"
"Coreopsis tripteris","Volume 21","Coreopsis tripteris"
"Coreopsis verticillata","Volume 21","Coreopsis verticillata"
"Corispermum americanum","Volume 4","Corispermum americanum"
"Corispermum americanum var. americanum","Volume 4","Corispermum americanum var. americanum"
"Corispermum pallasii","Volume 4","Corispermum pallasii"
"Corispermum villosum","Volume 4","Corispermum villosum"
"Cornus alternifolia","Volume 12","Cornus alternifolia"
"Cornus canadensis","Volume 12","Cornus canadensis"
"Cornus obliqua","Volume 12","Cornus obliqua"
"Cornus racemosa","Volume 12","Cornus racemosa"
"Cornus rugosa","Volume 12","Cornus rugosa"
"Cornus sericea","Volume 12","Cornus sericea"
"Cornus suecica","Volume 12","Cornus suecica"
"Corydalis aurea","Volume 3","Corydalis aurea"
"Corydalis aurea subsp. aurea","Volume 3","Corydalis aurea subsp. aurea"
"Corydalis sempervirens","Volume 3","Corydalis sempervirens"
"Corylus cornuta subsp. cornuta","Volume 3","Corylus cornuta subsp. cornuta"
"Coscinodon cribrosus","Volume 27","Coscinodon cribrosus"
"Cosmos bipinnatus","Volume 21","Cosmos bipinnatus"
"Cota tinctoria","Volume 19","Cota tinctoria"
"Cotoneaster lucidus","Volume 9","Cotoneaster lucidus"
"Cotoneaster ×suecicus","Volume 9","Cotoneaster ×suecicus"
"Cotula coronopifolia","Volume 19","Cotula coronopifolia"
"Crassula aquatica","Volume 8","Crassula aquatica"
"Crataegus brainerdii","Volume 9","Crataegus brainerdii"
"Crataegus chrysocarpa","Volume 9","Crataegus chrysocarpa"
"Crataegus chrysocarpa var. blanchardii","Volume 9","Crataegus chrysocarpa var. blanchardii"
"Crataegus chrysocarpa var. chrysocarpa","Volume 9","Crataegus chrysocarpa var. chrysocarpa"
"Crataegus chrysocarpa var. faxonii","Volume 9","Crataegus chrysocarpa var. faxonii"
"Crataegus chrysocarpa var. phoeniceoides","Volume 9","Crataegus chrysocarpa var. phoeniceoides"
"Crataegus chrysocarpa var. subrotundifolia","Volume 9","Crataegus chrysocarpa var. subrotundifolia"
"Crataegus coccinea","Volume 9","Crataegus coccinea"
"Crataegus coccinea var. pringlei","Volume 9","Crataegus coccinea var. pringlei"
"Crataegus coccinioides","Volume 9","Crataegus coccinioides"
"Crataegus crus-galli","Volume 9","Crataegus crus-galli"
"Crataegus crus-galli var. crus-galli","Volume 9","Crataegus crus-galli var. crus-galli"
"Crataegus dodgei","Volume 9","Crataegus dodgei"
"Crataegus flabellata","Volume 9","Crataegus flabellata"
"Crataegus fluviatilis","Volume 9","Crataegus fluviatilis"
"Crataegus holmesiana","Volume 9","Crataegus holmesiana"
"Crataegus irrasa","Volume 9","Crataegus irrasa"
"Crataegus laurentiana","Volume 9","Crataegus laurentiana"
"Crataegus lumaria","Volume 9","Crataegus lumaria"
"Crataegus macracantha","Volume 9","Crataegus macracantha"
"Crataegus macrosperma","Volume 9","Crataegus macrosperma"
"Crataegus monogyna","Volume 9","Crataegus monogyna"
"Crataegus monogyna var. monogyna","Volume 9","Crataegus monogyna var. monogyna"
"Crataegus pruinosa","Volume 9","Crataegus pruinosa"
"Crataegus pruinosa var. pruinosa","Volume 9","Crataegus pruinosa var. pruinosa"
"Crataegus punctata","Volume 9","Crataegus punctata"
"Crataegus scabrida","Volume 9","Crataegus scabrida"
"Crataegus scabrida var. egglestonii","Volume 9","Crataegus scabrida var. egglestonii"
"Crataegus scabrida var. scabrida","Volume 9","Crataegus scabrida var. scabrida"
"Crataegus schuettei","Volume 9","Crataegus schuettei"
"Crataegus schuettei var. schuettei","Volume 9","Crataegus schuettei var. schuettei"
"Crataegus submollis","Volume 9","Crataegus submollis"
"Crataegus suborbiculata","Volume 9","Crataegus suborbiculata"
"Crataegus succulenta","Volume 9","Crataegus succulenta"
"Crataegus succulenta var. succulenta","Volume 9","Crataegus succulenta var. succulenta"
"Cratoneuron filicinum","Volume 28","Cratoneuron filicinum"
"Crepis capillaris","Volume 19","Crepis capillaris"
"Crepis tectorum","Volume 19","Crepis tectorum"
"Crocanthemum canadense","Volume 6","Crocanthemum canadense"
"Cryptogramma stelleri","Volume 2","Cryptogramma stelleri"
"Ctenidium molluscum","Volume 28","Ctenidium molluscum"
"Cyclachaena xanthiifolia","Volume 21","Cyclachaena xanthiifolia"
"Cycloloma atriplicifolium","Volume 4","Cycloloma atriplicifolium"
"Cymbalaria muralis","Volume 17","Cymbalaria muralis"
"Cymbalaria muralis subsp. muralis","Volume 17","Cymbalaria muralis subsp. muralis"
"Cynodontium glaucescens","Volume 27","Cynodontium glaucescens"
"Cynodontium polycarpon","Volume 27","Cynodontium polycarpon"
"Cynodontium schisti","Volume 27","Cynodontium schisti"
"Cynodontium strumiferum","Volume 27","Cynodontium strumiferum"
"Cynodontium tenellum","Volume 27","Cynodontium tenellum"
"Cynosurus","Volume 24","Cynosurus"
"Cynosurus cristatus","Volume 24","Cynosurus cristatus"
"Cyperus bipartitus","Volume 23","Cyperus bipartitus"
"Cyperus dentatus","Volume 23","Cyperus dentatus"
"Cyperus diandrus","Volume 23","Cyperus diandrus"
"Cyperus esculentus","Volume 23","Cyperus esculentus"
"Cyperus esculentus var. leptostachyus","Volume 23","Cyperus esculentus var. leptostachyus"
"Cyperus fuscus","Volume 23","Cyperus fuscus"
"Cyperus houghtonii","Volume 23","Cyperus houghtonii"
"Cyperus lupulinus","Volume 23","Cyperus lupulinus"
"Cyperus lupulinus subsp. macilentus","Volume 23","Cyperus lupulinus subsp. macilentus"
"Cyperus odoratus","Volume 23","Cyperus odoratus"
"Cyperus schweinitzii","Volume 23","Cyperus schweinitzii"
"Cyperus squarrosus","Volume 23","Cyperus squarrosus"
"Cyperus strigosus","Volume 23","Cyperus strigosus"
"Cypripedium acaule","Volume 26","Cypripedium acaule"
"Cypripedium arietinum","Volume 26","Cypripedium arietinum"
"Cypripedium parviflorum var. makasin","Volume 26","Cypripedium parviflorum var. makasin"
"Cypripedium parviflorum var. pubescens","Volume 26","Cypripedium parviflorum var. pubescens"
"Cypripedium passerinum","Volume 26","Cypripedium passerinum"
"Cypripedium reginae","Volume 26","Cypripedium reginae"
"Cyrto-hypnum pygmaeum","Volume 28","Cyrto-hypnum pygmaeum"
"Cyrtomnium hymenophylloides","Volume 28","Cyrtomnium hymenophylloides"
"Cyrtomnium hymenophyllum","Volume 28","Cyrtomnium hymenophyllum"
"Cystopteris bulbifera","Volume 2","Cystopteris bulbifera"
"Cystopteris fragilis","Volume 2","Cystopteris fragilis"
"Cystopteris laurentiana","Volume 2","Cystopteris laurentiana"
"Cystopteris montana","Volume 2","Cystopteris montana"
"Cystopteris tenuis","Volume 2","Cystopteris tenuis"
"Dactylis","Volume 24","Dactylis"
"Dactylis glomerata","Volume 24","Dactylis glomerata"
"Danthonia","Volume 25","Danthonia"
"Danthonia compressa","Volume 25","Danthonia compressa"
"Danthonia intermedia","Volume 25","Danthonia intermedia"
"Danthonia spicata","Volume 25","Danthonia spicata"
"Daphne mezereum","Volume 6","Daphne mezereum"
"Dasiphora fruticosa","Volume 9","Dasiphora fruticosa"
"Dennstaedtia punctilobula","Volume 2","Dennstaedtia punctilobula"
"Deparia acrostichoides","Volume 2","Deparia acrostichoides"
"Deschampsia","Volume 24","Deschampsia"
"Deschampsia alpina","Volume 24","Deschampsia alpina"
"Deschampsia brevifolia","Volume 24","Deschampsia brevifolia"
"Deschampsia cespitosa","Volume 24","Deschampsia cespitosa"
"Deschampsia cespitosa subsp. beringensis","Volume 24","Deschampsia cespitosa subsp. beringensis"
"Deschampsia cespitosa subsp. cespitosa","Volume 24","Deschampsia cespitosa subsp. cespitosa"
"Deschampsia cespitosa subsp. holciformis","Volume 24","Deschampsia cespitosa subsp. holciformis"
"Deschampsia flexuosa","Volume 24","Deschampsia flexuosa"
"Deschampsia mackenzieana","Volume 24","Deschampsia mackenzieana"
"Deschampsia sukatschewii","Volume 24","Deschampsia sukatschewii"
"Descurainia incana","Volume 7","Descurainia incana"
"Descurainia pinnata","Volume 7","Descurainia pinnata"
"Descurainia pinnata subsp. brachycarpa","Volume 7","Descurainia pinnata subsp. brachycarpa"
"Descurainia sophia","Volume 7","Descurainia sophia"
"Dianthus armeria subsp. armeria","Volume 5","Dianthus armeria subsp. armeria"
"Dianthus barbatus subsp. barbatus","Volume 5","Dianthus barbatus subsp. barbatus"
"Dianthus deltoides subsp. deltoides","Volume 5","Dianthus deltoides subsp. deltoides"
"Dianthus plumarius subsp. plumarius","Volume 5","Dianthus plumarius subsp. plumarius"
"Diapensia lapponica","Volume 8","Diapensia lapponica"
"Dicentra canadensis","Volume 3","Dicentra canadensis"
"Dicentra cucullaria","Volume 3","Dicentra cucullaria"
"Dichanthelium","Volume 25","Dichanthelium"
"Dichanthelium acuminatum","Volume 25","Dichanthelium acuminatum"
"Dichanthelium acuminatum subsp. acuminatum","Volume 25","Dichanthelium acuminatum subsp. acuminatum"
"Dichanthelium acuminatum subsp. columbianum","Volume 25","Dichanthelium acuminatum subsp. columbianum"
"Dichanthelium acuminatum subsp. fasciculatum","Volume 25","Dichanthelium acuminatum subsp. fasciculatum"
"Dichanthelium acuminatum subsp. implicatum","Volume 25","Dichanthelium acuminatum subsp. implicatum"
"Dichanthelium acuminatum subsp. leucothrix","Volume 25","Dichanthelium acuminatum subsp. leucothrix"
"Dichanthelium acuminatum subsp. lindheimeri","Volume 25","Dichanthelium acuminatum subsp. lindheimeri"
"Dichanthelium acuminatum subsp. longiligulatum","Volume 25","Dichanthelium acuminatum subsp. longiligulatum"
"Dichanthelium acuminatum subsp. sericeum","Volume 25","Dichanthelium acuminatum subsp. sericeum"
"Dichanthelium acuminatum subsp. spretum","Volume 25","Dichanthelium acuminatum subsp. spretum"
"Dichanthelium acuminatum subsp. thermale","Volume 25","Dichanthelium acuminatum subsp. thermale"
"Dichanthelium boreale","Volume 25","Dichanthelium boreale"
"Dichanthelium chamaelonche","Volume 25","Dichanthelium chamaelonche"
"Dichanthelium chamaelonche subsp. breve","Volume 25","Dichanthelium chamaelonche subsp. breve"
"Dichanthelium chamaelonche subsp. chamaelonche","Volume 25","Dichanthelium chamaelonche subsp. chamaelonche"
"Dichanthelium clandestinum","Volume 25","Dichanthelium clandestinum"
"Dichanthelium depauperatum","Volume 25","Dichanthelium depauperatum"
"Dichanthelium ensifolium","Volume 25","Dichanthelium ensifolium"
"Dichanthelium ensifolium subsp. curtifolium","Volume 25","Dichanthelium ensifolium subsp. curtifolium"
"Dichanthelium ensifolium subsp. ensifolium","Volume 25","Dichanthelium ensifolium subsp. ensifolium"
"Dichanthelium latifolium","Volume 25","Dichanthelium latifolium"
"Dichanthelium linearifolium","Volume 25","Dichanthelium linearifolium"
"Dichanthelium nudicaule","Volume 25","Dichanthelium nudicaule"
"Dichanthelium perlongum","Volume 25","Dichanthelium perlongum"
"Dichanthelium polyanthes","Volume 25","Dichanthelium polyanthes"
"Dichanthelium portoricense","Volume 25","Dichanthelium portoricense"
"Dichanthelium portoricense subsp. patulum","Volume 25","Dichanthelium portoricense subsp. patulum"
"Dichanthelium portoricense subsp. portoricense","Volume 25","Dichanthelium portoricense subsp. portoricense"
"Dichanthelium sect. Angustifolia","Volume 25","Dichanthelium sect. Angustifolia"
"Dichanthelium sect. Clandestina","Volume 25","Dichanthelium sect. Clandestina"
"Dichanthelium sect. Dichanthelium","Volume 25","Dichanthelium sect. Dichanthelium"
"Dichanthelium sect. Ensifolia","Volume 25","Dichanthelium sect. Ensifolia"
"Dichanthelium sect. Lancearia","Volume 25","Dichanthelium sect. Lancearia"
"Dichanthelium sect. Lanuginosa","Volume 25","Dichanthelium sect. Lanuginosa"
"Dichanthelium sect. Linearifolia","Volume 25","Dichanthelium sect. Linearifolia"
"Dichanthelium sect. Macrocarpa","Volume 25","Dichanthelium sect. Macrocarpa"
"Dichanthelium sect. Nudicaulia","Volume 25","Dichanthelium sect. Nudicaulia"
"Dichanthelium sect. Oligosantha","Volume 25","Dichanthelium sect. Oligosantha"
"Dichanthelium sect. Pedicellata","Volume 25","Dichanthelium sect. Pedicellata"
"Dichanthelium sect. Sphaerocarpa","Volume 25","Dichanthelium sect. Sphaerocarpa"
"Dichanthelium sect. Strigosa","Volume 25","Dichanthelium sect. Strigosa"
"Dichanthelium tenue","Volume 25","Dichanthelium tenue"
"Dichanthelium ×anthophysum","Volume 25","Dichanthelium ×anthophysum"
"Dichelyma capillaceum","Volume 28","Dichelyma capillaceum"
"Dichelyma falcatum","Volume 28","Dichelyma falcatum"
"Dichelyma pallescens","Volume 28","Dichelyma pallescens"
"Dichodontium pellucidum","Volume 27","Dichodontium pellucidum"
"Dicranella cerviculata","Volume 27","Dicranella cerviculata"
"Dicranella crispa","Volume 27","Dicranella crispa"
"Dicranella heteromalla","Volume 27","Dicranella heteromalla"
"Dicranella palustris","Volume 27","Dicranella palustris"
"Dicranella rufescens","Volume 27","Dicranella rufescens"
"Dicranella schreberiana","Volume 27","Dicranella schreberiana"
"Dicranella subulata","Volume 27","Dicranella subulata"
"Dicranella varia","Volume 27","Dicranella varia"
"Dicranodontium denudatum","Volume 27","Dicranodontium denudatum"
"Dicranoweisia crispula","Volume 27","Dicranoweisia crispula"
"Dicranum acutifolium","Volume 27","Dicranum acutifolium"
"Dicranum bonjeanii","Volume 27","Dicranum bonjeanii"
"Dicranum brevifolium","Volume 27","Dicranum brevifolium"
"Dicranum condensatum","Volume 27","Dicranum condensatum"
"Dicranum elongatum","Volume 27","Dicranum elongatum"
"Dicranum flagellare","Volume 27","Dicranum flagellare"
"Dicranum fragilifolium","Volume 27","Dicranum fragilifolium"
"Dicranum fulvum","Volume 27","Dicranum fulvum"
"Dicranum fuscescens var. flexicaule","Volume 27","Dicranum fuscescens var. flexicaule"
"Dicranum fuscescens var. fuscescens","Volume 27","Dicranum fuscescens var. fuscescens"
"Dicranum groenlandicum","Volume 27","Dicranum groenlandicum"
"Dicranum leioneuron","Volume 27","Dicranum leioneuron"
"Dicranum majus var. majus","Volume 27","Dicranum majus var. majus"
"Dicranum majus var. orthophyllum","Volume 27","Dicranum majus var. orthophyllum"
"Dicranum montanum","Volume 27","Dicranum montanum"
"Dicranum muehlenbeckii","Volume 27","Dicranum muehlenbeckii"
"Dicranum ontariense","Volume 27","Dicranum ontariense"
"Dicranum polysetum","Volume 27","Dicranum polysetum"
"Dicranum scoparium","Volume 27","Dicranum scoparium"
"Dicranum spadiceum","Volume 27","Dicranum spadiceum"
"Dicranum spurium","Volume 27","Dicranum spurium"
"Dicranum undulatum","Volume 27","Dicranum undulatum"
"Dicranum viride","Volume 27","Dicranum viride"
"Didymodon fallax","Volume 27","Didymodon fallax"
"Didymodon rigidulus var. gracilis","Volume 27","Didymodon rigidulus var. gracilis"
"Didymodon rigidulus var. icmadophilus","Volume 27","Didymodon rigidulus var. icmadophilus"
"Didymodon rigidulus var. rigidulus","Volume 27","Didymodon rigidulus var. rigidulus"
"Didymodon tophaceus","Volume 27","Didymodon tophaceus"
"Digitalis lanata","Volume 17","Digitalis lanata"
"Digitalis lutea","Volume 17","Digitalis lutea"
"Digitalis purpurea","Volume 17","Digitalis purpurea"
"Digitalis purpurea subsp. purpurea","Volume 17","Digitalis purpurea subsp. purpurea"
"Digitaria","Volume 25","Digitaria"
"Digitaria bakeri","Volume 25","Digitaria bakeri"
"Digitaria didactyla","Volume 25","Digitaria didactyla"
"Digitaria ischaemum","Volume 25","Digitaria ischaemum"
"Digitaria leucocoma","Volume 25","Digitaria leucocoma"
"Digitaria sanguinalis","Volume 25","Digitaria sanguinalis"
"Digitaria tomentosa","Volume 25","Digitaria tomentosa"
"Diphasiastrum alpinum","Volume 2","Diphasiastrum alpinum"
"Diphasiastrum complanatum","Volume 2","Diphasiastrum complanatum"
"Diphasiastrum digitatum","Volume 2","Diphasiastrum digitatum"
"Diphasiastrum sitchense","Volume 2","Diphasiastrum sitchense"
"Diphasiastrum tristachyum","Volume 2","Diphasiastrum tristachyum"
"Diphyscium foliosum","Volume 27","Diphyscium foliosum"
"Diplazium pycnocarpon","Volume 2","Diplazium pycnocarpon"
"Diplotaxis erucoides","Volume 7","Diplotaxis erucoides"
"Diplotaxis muralis","Volume 7","Diplotaxis muralis"
"Diplotaxis tenuifolia","Volume 7","Diplotaxis tenuifolia"
"Dirca palustris","Volume 6","Dirca palustris"
"Discelium nudum","Volume 27","Discelium nudum"
"Distichium capillaceum","Volume 27","Distichium capillaceum"
"Distichium inclinatum","Volume 27","Distichium inclinatum"
"Ditrichum flexicaule","Volume 27","Ditrichum flexicaule"
"Ditrichum gracile","Volume 27","Ditrichum gracile"
"Ditrichum lineare","Volume 27","Ditrichum lineare"
"Ditrichum pallidum","Volume 27","Ditrichum pallidum"
"Doellingeria umbellata","Volume 20","Doellingeria umbellata"
"Doellingeria umbellata var. pubens","Volume 20","Doellingeria umbellata var. pubens"
"Doellingeria umbellata var. umbellata","Volume 20","Doellingeria umbellata var. umbellata"
"Draba alpina","Volume 7","Draba alpina"
"Draba arabisans","Volume 7","Draba arabisans"
"Draba aurea","Volume 7","Draba aurea"
"Draba cana","Volume 7","Draba cana"
"Draba cinerea","Volume 7","Draba cinerea"
"Draba crassifolia","Volume 7","Draba crassifolia"
"Draba fladnizensis","Volume 7","Draba fladnizensis"
"Draba glabella","Volume 7","Draba glabella"
"Draba incana","Volume 7","Draba incana"
"Draba incerta","Volume 7","Draba incerta"
"Draba lactea","Volume 7","Draba lactea"
"Draba nemorosa","Volume 7","Draba nemorosa"
"Draba nivalis","Volume 7","Draba nivalis"
"Draba norvegica","Volume 7","Draba norvegica"
"Draba subcapitata","Volume 7","Draba subcapitata"
"Draba verna","Volume 7","Draba verna"
"Drepanocladus aduncus","Volume 28","Drepanocladus aduncus"
"Drepanocladus longifolius","Volume 28","Drepanocladus longifolius"
"Drepanocladus polygamus","Volume 28","Drepanocladus polygamus"
"Drosera anglica","Volume 6","Drosera anglica"
"Drosera intermedia","Volume 6","Drosera intermedia"
"Drosera linearis","Volume 6","Drosera linearis"
"Drosera rotundifolia","Volume 6","Drosera rotundifolia"
"Drummondia prorepens","Volume 28","Drummondia prorepens"
"Dryas drummondii","Volume 9","Dryas drummondii"
"Dryas integrifolia","Volume 9","Dryas integrifolia"
"Dryas integrifolia subsp. integrifolia","Volume 9","Dryas integrifolia subsp. integrifolia"
"Drymocallis arguta","Volume 9","Drymocallis arguta"
"Dryopteris campyloptera","Volume 2","Dryopteris campyloptera"
"Dryopteris carthusiana","Volume 2","Dryopteris carthusiana"
"Dryopteris clintoniana","Volume 2","Dryopteris clintoniana"
"Dryopteris cristata","Volume 2","Dryopteris cristata"
"Dryopteris expansa","Volume 2","Dryopteris expansa"
"Dryopteris filix-mas","Volume 2","Dryopteris filix-mas"
"Dryopteris fragrans","Volume 2","Dryopteris fragrans"
"Dryopteris goldiana","Volume 2","Dryopteris goldiana"
"Dryopteris goldieana","Volume 2","Dryopteris goldieana"
"Dryopteris intermedia","Volume 2","Dryopteris intermedia"
"Dryopteris marginalis","Volume 2","Dryopteris marginalis"
"Dulichium arundinaceum","Volume 23","Dulichium arundinaceum"
"Dulichium arundinaceum var. arundinaceum","Volume 23","Dulichium arundinaceum var. arundinaceum"
"Dulichium arundinaceum var. boreale","Volume 23","Dulichium arundinaceum var. boreale"
"Dupontia","Volume 24","Dupontia"
"Dupontia fisheri","Volume 24","Dupontia fisheri"
"Dysphania ambrosioides","Volume 4","Dysphania ambrosioides"
"Dysphania botrys","Volume 4","Dysphania botrys"
"Echinochloa","Volume 25","Echinochloa"
"Echinochloa crus-galli","Volume 25","Echinochloa crus-galli"
"Echinochloa muricata","Volume 25","Echinochloa muricata"
"Echinochloa muricata var. microstachya","Volume 25","Echinochloa muricata var. microstachya"
"Echinochloa muricata var. muricata","Volume 25","Echinochloa muricata var. muricata"
"Echinochloa oryzicola","Volume 25","Echinochloa oryzicola"
"Echinochloa pyramidalis","Volume 25","Echinochloa pyramidalis"
"Echinochloa walteri","Volume 25","Echinochloa walteri"
"Echinocystis lobata","Volume 6","Echinocystis lobata"
"Echinops exaltatus","Volume 19","Echinops exaltatus"
"Echinops sphaerocephalus","Volume 19","Echinops sphaerocephalus"
"Elatine americana","Volume 12","Elatine americana"
"Elatine minima","Volume 12","Elatine minima"
"Elatine ojibwayensis","Volume 12","Elatine ojibwayensis"
"Eleocharis acicularis","Volume 23","Eleocharis acicularis"
"Eleocharis ambigens","Volume 23","Eleocharis ambigens"
"Eleocharis compressa","Volume 23","Eleocharis compressa"
"Eleocharis compressa var. compressa","Volume 23","Eleocharis compressa var. compressa"
"Eleocharis elliptica","Volume 23","Eleocharis elliptica"
"Eleocharis erythropoda","Volume 23","Eleocharis erythropoda"
"Eleocharis flavescens","Volume 23","Eleocharis flavescens"
"Eleocharis flavescens var. olivacea","Volume 23","Eleocharis flavescens var. olivacea"
"Eleocharis intermedia","Volume 23","Eleocharis intermedia"
"Eleocharis kamtschatica","Volume 23","Eleocharis kamtschatica"
"Eleocharis macrostachya","Volume 23","Eleocharis macrostachya"
"Eleocharis mamillata","Volume 23","Eleocharis mamillata"
"Eleocharis mamillata subsp. mamillata","Volume 23","Eleocharis mamillata subsp. mamillata"
"Eleocharis nitida","Volume 23","Eleocharis nitida"
"Eleocharis obtusa","Volume 23","Eleocharis obtusa"
"Eleocharis ovata","Volume 23","Eleocharis ovata"
"Eleocharis palustris","Volume 23","Eleocharis palustris"
"Eleocharis parvula","Volume 23","Eleocharis parvula"
"Eleocharis quinqueflora","Volume 23","Eleocharis quinqueflora"
"Eleocharis robbinsii","Volume 23","Eleocharis robbinsii"
"Eleocharis tenuis","Volume 23","Eleocharis tenuis"
"Eleocharis tenuis var. pseudoptera","Volume 23","Eleocharis tenuis var. pseudoptera"
"Eleocharis tenuis var. tenuis","Volume 23","Eleocharis tenuis var. tenuis"
"Eleocharis uniglumis","Volume 23","Eleocharis uniglumis"
"Eleusine","Volume 25","Eleusine"
"Eleusine indica","Volume 25","Eleusine indica"
"Elodea canadensis","Volume 22","Elodea canadensis"
"Elodea nuttallii","Volume 22","Elodea nuttallii"
"Elodium blandowii","Volume 28","Elodium blandowii"
"Elodium paludosum","Volume 28","Elodium paludosum"
"Elymus","Volume 24","Elymus"
"Elymus alaskanus","Volume 24","Elymus alaskanus"
"Elymus alaskanus subsp. alaskanus","Volume 24","Elymus alaskanus subsp. alaskanus"
"Elymus alaskanus subsp. hyperarcticus","Volume 24","Elymus alaskanus subsp. hyperarcticus"
"Elymus canadensis","Volume 24","Elymus canadensis"
"Elymus canadensis var. brachystachys","Volume 24","Elymus canadensis var. brachystachys"
"Elymus canadensis var. canadensis","Volume 24","Elymus canadensis var. canadensis"
"Elymus canadensis var. robustus","Volume 24","Elymus canadensis var. robustus"
"Elymus ciliaris","Volume 24","Elymus ciliaris"
"Elymus curvatus","Volume 24","Elymus curvatus"
"Elymus dahuricus","Volume 24","Elymus dahuricus"
"Elymus hystrix","Volume 24","Elymus hystrix"
"Elymus pringlei","Volume 24","Elymus pringlei"
"Elymus repens","Volume 24","Elymus repens"
"Elymus riparius","Volume 24","Elymus riparius"
"Elymus sierrae","Volume 24","Elymus sierrae"
"Elymus trachycaulus","Volume 24","Elymus trachycaulus"
"Elymus trachycaulus subsp. subsecundus","Volume 24","Elymus trachycaulus subsp. subsecundus"
"Elymus trachycaulus subsp. trachycaulus","Volume 24","Elymus trachycaulus subsp. trachycaulus"
"Elymus trachycaulus subsp. virescens","Volume 24","Elymus trachycaulus subsp. virescens"
"Elymus tsukushiensis","Volume 24","Elymus tsukushiensis"
"Elymus villosus","Volume 24","Elymus villosus"
"Elymus violaceus","Volume 24","Elymus violaceus"
"Elymus virginicus","Volume 24","Elymus virginicus"
"Elymus virginicus var. intermedius","Volume 24","Elymus virginicus var. intermedius"
"Elymus virginicus var. jejunus","Volume 24","Elymus virginicus var. jejunus"
"Elymus virginicus var. virginicus","Volume 24","Elymus virginicus var. virginicus"
"Elymus wiegandii","Volume 24","Elymus wiegandii"
"Elymus ×cayouetteorum","Volume 24","Elymus ×cayouetteorum"
"Elymus ×pinalenoensis","Volume 24","Elymus ×pinalenoensis"
"Elymus ×pseudorepens","Volume 24","Elymus ×pseudorepens"
"Empetrum atropurpureum","Volume 8","Empetrum atropurpureum"
"Empetrum eamesii","Volume 8","Empetrum eamesii"
"Empetrum nigrum","Volume 8","Empetrum nigrum"
"Encalypta alpina","Volume 27","Encalypta alpina"
"Encalypta brevicollis","Volume 27","Encalypta brevicollis"
"Encalypta ciliata","Volume 27","Encalypta ciliata"
"Encalypta procera","Volume 27","Encalypta procera"
"Encalypta rhaptocarpa","Volume 27","Encalypta rhaptocarpa"
"Entodon cladorrhizans","Volume 28","Entodon cladorrhizans"
"Entodon seductrix","Volume 28","Entodon seductrix"
"Ephemerum cohaerens","Volume 27","Ephemerum cohaerens"
"Ephemerum crassinervium var. crassinervium","Volume 27","Ephemerum crassinervium var. crassinervium"
"Ephemerum serratum","Volume 27","Ephemerum serratum"
"Ephemerum spinulosum","Volume 27","Ephemerum spinulosum"
"Epifagus virginiana","Volume 17","Epifagus virginiana"
"Epipactis helleborine","Volume 26","Epipactis helleborine"
"Equisetum arvense","Volume 2","Equisetum arvense"
"Equisetum fluviatile","Volume 2","Equisetum fluviatile"
"Equisetum hyemale","Volume 2","Equisetum hyemale"
"Equisetum hyemale subsp. affine","Volume 2","Equisetum hyemale subsp. affine"
"Equisetum laevigatum","Volume 2","Equisetum laevigatum"
"Equisetum palustre","Volume 2","Equisetum palustre"
"Equisetum pratense","Volume 2","Equisetum pratense"
"Equisetum scirpoides","Volume 2","Equisetum scirpoides"
"Equisetum sylvaticum","Volume 2","Equisetum sylvaticum"
"Equisetum variegatum","Volume 2","Equisetum variegatum"
"Equisetum variegatum subsp. variegatum","Volume 2","Equisetum variegatum subsp. variegatum"
"Equisetum ×ferrissii","Volume 2","Equisetum ×ferrissii"
"Equisetum ×litorale","Volume 2","Equisetum ×litorale"
"Equisetum ×mackaii","Volume 2","Equisetum ×mackaii"
"Equisetum ×nelsonii","Volume 2","Equisetum ×nelsonii"
"Eragrostis","Volume 25","Eragrostis"
"Eragrostis capillaris","Volume 25","Eragrostis capillaris"
"Eragrostis cilianensis","Volume 25","Eragrostis cilianensis"
"Eragrostis frankii","Volume 25","Eragrostis frankii"
