"","Volume","Taxon name"
"Abies balsamea","Volume 2","Abies balsamea"
"Abietinella abietina","Volume 28","Abietinella abietina"
"Achillea alpina","Volume 19","Achillea alpina"
"Achillea millefolium","Volume 19","Achillea millefolium"
"Achillea ptarmica","Volume 19","Achillea ptarmica"
"Achnatherum","Volume 24","Achnatherum"
"Achnatherum arnowiae","Volume 24","Achnatherum arnowiae"
"Achnatherum hymenoides","Volume 24","Achnatherum hymenoides"
"Achnatherum richardsonii","Volume 24","Achnatherum richardsonii"
"Achnatherum splendens","Volume 24","Achnatherum splendens"
"Acorus americanus","Volume 22","Acorus americanus"
"Acroptilon repens","Volume 19","Acroptilon repens"
"Actaea rubra","Volume 3","Actaea rubra"
"Adlumia fungosa","Volume 3","Adlumia fungosa"
"Agalinis aspera","Volume 17","Agalinis aspera"
"Agalinis gattingeri","Volume 17","Agalinis gattingeri"
"Agalinis purpurea","Volume 17","Agalinis purpurea"
"Agalinis purpurea var. parviflora","Volume 17","Agalinis purpurea var. parviflora"
"Agalinis tenuifolia","Volume 17","Agalinis tenuifolia"
"Agoseris glauca","Volume 19","Agoseris glauca"
"Agoseris glauca var. dasycephala","Volume 19","Agoseris glauca var. dasycephala"
"Agoseris glauca var. glauca","Volume 19","Agoseris glauca var. glauca"
"Agrimonia gryposepala","Volume 9","Agrimonia gryposepala"
"Agrimonia striata","Volume 9","Agrimonia striata"
"Agropyron","Volume 24","Agropyron"
"Agropyron cristatum","Volume 24","Agropyron cristatum"
"Agropyron fragile","Volume 24","Agropyron fragile"
"Agrostemma githago var. githago","Volume 5","Agrostemma githago var. githago"
"Agrostis","Volume 24","Agrostis"
"Agrostis anadyrensis","Volume 24","Agrostis anadyrensis"
"Agrostis gigantea","Volume 24","Agrostis gigantea"
"Agrostis mertensii","Volume 24","Agrostis mertensii"
"Agrostis nebulosa","Volume 24","Agrostis nebulosa"
"Agrostis scabra","Volume 24","Agrostis scabra"
"Agrostis stolonifera","Volume 24","Agrostis stolonifera"
"Agrostis tolucensis","Volume 24","Agrostis tolucensis"
"Alisma gramineum","Volume 22","Alisma gramineum"
"Alisma triviale","Volume 22","Alisma triviale"
"Allium schoenoprasum","Volume 26","Allium schoenoprasum"
"Allium stellatum","Volume 26","Allium stellatum"
"Allium textile","Volume 26","Allium textile"
"Almutaster pauciflorus","Volume 20","Almutaster pauciflorus"
"Alnus incana","Volume 3","Alnus incana"
"Alnus incana subsp. rugosa","Volume 3","Alnus incana subsp. rugosa"
"Alnus viridis","Volume 3","Alnus viridis"
"Alnus viridis subsp. crispa","Volume 3","Alnus viridis subsp. crispa"
"Aloina brevirostris","Volume 27","Aloina brevirostris"
"Alopecurus","Volume 24","Alopecurus"
"Alopecurus aequalis","Volume 24","Alopecurus aequalis"
"Alopecurus aequalis var. aequalis","Volume 24","Alopecurus aequalis var. aequalis"
"Alopecurus arundinaceus","Volume 24","Alopecurus arundinaceus"
"Alopecurus magellanicus","Volume 24","Alopecurus magellanicus"
"Alopecurus myosuroides","Volume 24","Alopecurus myosuroides"
"Alopecurus pratensis","Volume 24","Alopecurus pratensis"
"Alyssum alyssoides","Volume 7","Alyssum alyssoides"
"Amaranthus albus","Volume 4","Amaranthus albus"
"Amaranthus blitoides","Volume 4","Amaranthus blitoides"
"Amaranthus hybridus","Volume 4","Amaranthus hybridus"
"Amaranthus retroflexus","Volume 4","Amaranthus retroflexus"
"Amaranthus spinosus","Volume 4","Amaranthus spinosus"
"Amaranthus tuberculatus","Volume 4","Amaranthus tuberculatus"
"Amblyodon dealbatus","Volume 28","Amblyodon dealbatus"
"Amblystegium serpens","Volume 28","Amblystegium serpens"
"Ambrosia acanthicarpa","Volume 21","Ambrosia acanthicarpa"
"Ambrosia artemisiifolia","Volume 21","Ambrosia artemisiifolia"
"Ambrosia psilostachya","Volume 21","Ambrosia psilostachya"
"Ambrosia trifida","Volume 21","Ambrosia trifida"
"Amelanchier alnifolia","Volume 9","Amelanchier alnifolia"
"Amelanchier alnifolia var. alnifolia","Volume 9","Amelanchier alnifolia var. alnifolia"
"Amelanchier humilis","Volume 9","Amelanchier humilis"
"Amerorchis rotundifolia","Volume 26","Amerorchis rotundifolia"
"Anaphalis margaritacea","Volume 19","Anaphalis margaritacea"
"Andreaea rupestris","Volume 27","Andreaea rupestris"
"Andromeda polifolia","Volume 8","Andromeda polifolia"
"Andromeda polifolia var. latifolia","Volume 8","Andromeda polifolia var. latifolia"
"Andromeda polifolia var. polifolia","Volume 8","Andromeda polifolia var. polifolia"
"Andropogon","Volume 25","Andropogon"
"Andropogon gerardii","Volume 25","Andropogon gerardii"
"Andropogon hallii","Volume 25","Andropogon hallii"
"Andropogon liebmannii","Volume 25","Andropogon liebmannii"
"Andropogon sect. Andropogon","Volume 25","Andropogon sect. Andropogon"
"Andropogon sect. Leptopogon","Volume 25","Andropogon sect. Leptopogon"
"Androsace occidentalis","Volume 8","Androsace occidentalis"
"Androsace septentrionalis","Volume 8","Androsace septentrionalis"
"Anemone americana","Volume 3","Anemone americana"
"Anemone canadensis","Volume 3","Anemone canadensis"
"Anemone cylindrica","Volume 3","Anemone cylindrica"
"Anemone multifida","Volume 3","Anemone multifida"
"Anemone multifida var. multifida","Volume 3","Anemone multifida var. multifida"
"Anemone parviflora","Volume 3","Anemone parviflora"
"Anemone patens","Volume 3","Anemone patens"
"Anemone patens var. multifida","Volume 3","Anemone patens var. multifida"
"Anemone quinquefolia","Volume 3","Anemone quinquefolia"
"Anemone quinquefolia var. quinquefolia","Volume 3","Anemone quinquefolia var. quinquefolia"
"Anemone richardsonii","Volume 3","Anemone richardsonii"
"Anemone virginiana","Volume 3","Anemone virginiana"
"Anemone virginiana var. cylindroidea","Volume 3","Anemone virginiana var. cylindroidea"
"Anomodon attenuatus","Volume 28","Anomodon attenuatus"
"Anomodon minor","Volume 28","Anomodon minor"
"Antennaria howellii","Volume 19","Antennaria howellii"
"Antennaria howellii subsp. canadensis","Volume 19","Antennaria howellii subsp. canadensis"
"Antennaria howellii subsp. neodioica","Volume 19","Antennaria howellii subsp. neodioica"
"Antennaria microphylla","Volume 19","Antennaria microphylla"
"Antennaria neglecta","Volume 19","Antennaria neglecta"
"Antennaria parlinii","Volume 19","Antennaria parlinii"
"Antennaria parlinii subsp. parlinii","Volume 19","Antennaria parlinii subsp. parlinii"
"Antennaria parvifolia","Volume 19","Antennaria parvifolia"
"Antennaria plantaginifolia","Volume 19","Antennaria plantaginifolia"
"Antennaria pulcherrima","Volume 19","Antennaria pulcherrima"
"Antennaria pulcherrima subsp. pulcherrima","Volume 19","Antennaria pulcherrima subsp. pulcherrima"
"Antennaria rosea","Volume 19","Antennaria rosea"
"Antennaria rosea subsp. pulvinata","Volume 19","Antennaria rosea subsp. pulvinata"
"Antennaria rosea subsp. rosea","Volume 19","Antennaria rosea subsp. rosea"
"Anthemis cotula","Volume 19","Anthemis cotula"
"Anthoxanthum","Volume 24","Anthoxanthum"
"Anthoxanthum arcticum","Volume 24","Anthoxanthum arcticum"
"Anthoxanthum hirtum","Volume 24","Anthoxanthum hirtum"
"Anthoxanthum monticola","Volume 24","Anthoxanthum monticola"
"Anthoxanthum monticola subsp. alpinum","Volume 24","Anthoxanthum monticola subsp. alpinum"
"Anthoxanthum monticola subsp. monticola","Volume 24","Anthoxanthum monticola subsp. monticola"
"Anthoxanthum nitens","Volume 24","Anthoxanthum nitens"
"Anthoxanthum occidentale","Volume 24","Anthoxanthum occidentale"
"Aplodon wormskioldii","Volume 28","Aplodon wormskioldii"
"Aquilegia brevistyla","Volume 3","Aquilegia brevistyla"
"Aquilegia canadensis","Volume 3","Aquilegia canadensis"
"Aquilegia vulgaris","Volume 3","Aquilegia vulgaris"
"Arabidopsis arenicola","Volume 7","Arabidopsis arenicola"
"Arabidopsis lyrata","Volume 7","Arabidopsis lyrata"
"Arabidopsis lyrata subsp. lyrata","Volume 7","Arabidopsis lyrata subsp. lyrata"
"Arabis pycnocarpa","Volume 7","Arabis pycnocarpa"
"Arabis pycnocarpa var. pycnocarpa","Volume 7","Arabis pycnocarpa var. pycnocarpa"
"Arceuthobium americanum","Volume 12","Arceuthobium americanum"
"Arceuthobium pusillum","Volume 12","Arceuthobium pusillum"
"Arctagrostis","Volume 24","Arctagrostis"
"Arctagrostis latifolia","Volume 24","Arctagrostis latifolia"
"Arctagrostis latifolia subsp. arundinacea","Volume 24","Arctagrostis latifolia subsp. arundinacea"
"Arctagrostis latifolia subsp. latifolia","Volume 24","Arctagrostis latifolia subsp. latifolia"
"Arctanthemum arcticum","Volume 19","Arctanthemum arcticum"
"Arctanthemum arcticum subsp. polare","Volume 19","Arctanthemum arcticum subsp. polare"
"Arctium lappa","Volume 19","Arctium lappa"
"Arctium minus","Volume 19","Arctium minus"
"Arctium tomentosum","Volume 19","Arctium tomentosum"
"Arctophila","Volume 24","Arctophila"
"Arctophila fulva","Volume 24","Arctophila fulva"
"Arctostaphylos uva-ursi","Volume 8","Arctostaphylos uva-ursi"
"Arctous alpina","Volume 8","Arctous alpina"
"Arctous rubra","Volume 8","Arctous rubra"
"Arenaria humifusa","Volume 5","Arenaria humifusa"
"Arenaria serpyllifolia","Volume 5","Arenaria serpyllifolia"
"Arenaria serpyllifolia var. serpyllifolia","Volume 5","Arenaria serpyllifolia var. serpyllifolia"
"Arethusa bulbosa","Volume 26","Arethusa bulbosa"
"Arisaema triphyllum","Volume 22","Arisaema triphyllum"
"Aristida","Volume 25","Aristida"
"Aristida purpurea","Volume 25","Aristida purpurea"
"Aristida purpurea var. longiseta","Volume 25","Aristida purpurea var. longiseta"
"Armeria maritima","Volume 5","Armeria maritima"
"Armeria maritima subsp. sibirica","Volume 5","Armeria maritima subsp. sibirica"
"Armoracia rusticana","Volume 7","Armoracia rusticana"
"Arnica angustifolia","Volume 21","Arnica angustifolia"
"Arnica angustifolia subsp. angustifolia","Volume 21","Arnica angustifolia subsp. angustifolia"
"Arnica chamissonis","Volume 21","Arnica chamissonis"
"Arnica cordifolia","Volume 21","Arnica cordifolia"
"Arnica fulgens","Volume 21","Arnica fulgens"
"Arnica lonchophylla","Volume 21","Arnica lonchophylla"
"Artemisia abrotanum","Volume 19","Artemisia abrotanum"
"Artemisia absinthium","Volume 19","Artemisia absinthium"
"Artemisia biennis","Volume 19","Artemisia biennis"
"Artemisia campestris","Volume 19","Artemisia campestris"
"Artemisia campestris subsp. canadensis","Volume 19","Artemisia campestris subsp. canadensis"
"Artemisia campestris subsp. pacifica","Volume 19","Artemisia campestris subsp. pacifica"
"Artemisia cana","Volume 19","Artemisia cana"
"Artemisia cana subsp. cana","Volume 19","Artemisia cana subsp. cana"
"Artemisia dracunculus","Volume 19","Artemisia dracunculus"
"Artemisia frigida","Volume 19","Artemisia frigida"
"Artemisia longifolia","Volume 19","Artemisia longifolia"
"Artemisia ludoviciana","Volume 19","Artemisia ludoviciana"
"Artemisia ludoviciana subsp. ludoviciana","Volume 19","Artemisia ludoviciana subsp. ludoviciana"
"Artemisia pontica","Volume 19","Artemisia pontica"
"Artemisia tilesii","Volume 19","Artemisia tilesii"
"Artemisia vulgaris","Volume 19","Artemisia vulgaris"
"Asarum canadense","Volume 3","Asarum canadense"
"Asparagus officinalis","Volume 26","Asparagus officinalis"
"Athyrium filix-femina","Volume 2","Athyrium filix-femina"
"Athyrium filix-femina var. angustum","Volume 2","Athyrium filix-femina var. angustum"
"Athyrium filix-femina var. cyclosorum","Volume 2","Athyrium filix-femina var. cyclosorum"
"Atrichum altecristatum","Volume 27","Atrichum altecristatum"
"Atrichum angustatum","Volume 27","Atrichum angustatum"
"Atrichum selwynii","Volume 27","Atrichum selwynii"
"Atrichum tenellum","Volume 27","Atrichum tenellum"
"Atriplex argentea","Volume 4","Atriplex argentea"
"Atriplex argentea var. argentea","Volume 4","Atriplex argentea var. argentea"
"Atriplex dioica","Volume 4","Atriplex dioica"
"Atriplex gardneri","Volume 4","Atriplex gardneri"
"Atriplex gardneri var. gardneri","Volume 4","Atriplex gardneri var. gardneri"
"Atriplex glabriuscula","Volume 4","Atriplex glabriuscula"
"Atriplex glabriuscula var. glabriuscula","Volume 4","Atriplex glabriuscula var. glabriuscula"
"Atriplex heterosperma","Volume 4","Atriplex heterosperma"
"Atriplex hortensis","Volume 4","Atriplex hortensis"
"Atriplex patula","Volume 4","Atriplex patula"
"Atriplex prostrata","Volume 4","Atriplex prostrata"
"Aulacomnium acuminatum","Volume 28","Aulacomnium acuminatum"
"Aulacomnium palustre","Volume 28","Aulacomnium palustre"
"Aulacomnium turgidum","Volume 28","Aulacomnium turgidum"
"Avena","Volume 24","Avena"
"Avena fatua","Volume 24","Avena fatua"
"Avena sativa","Volume 24","Avena sativa"
"Avenula","Volume 24","Avenula"
"Avenula hookeri","Volume 24","Avenula hookeri"
"Avenula pubescens","Volume 24","Avenula pubescens"
"Axyris amaranthoides","Volume 4","Axyris amaranthoides"
"Barbarea orthoceras","Volume 7","Barbarea orthoceras"
"Barbarea vulgaris","Volume 7","Barbarea vulgaris"
"Barbula convoluta var. convoluta","Volume 27","Barbula convoluta var. convoluta"
"Bartsia alpina","Volume 17","Bartsia alpina"
"Beckmannia","Volume 24","Beckmannia"
"Beckmannia syzigachne","Volume 24","Beckmannia syzigachne"
"Berberis vulgaris","Volume 3","Berberis vulgaris"
"Berteroa incana","Volume 7","Berteroa incana"
"Betula glandulosa","Volume 3","Betula glandulosa"
"Betula nana","Volume 3","Betula nana"
"Betula nana subsp. exilis","Volume 3","Betula nana subsp. exilis"
"Betula neoalaskana","Volume 3","Betula neoalaskana"
"Betula occidentalis","Volume 3","Betula occidentalis"
"Betula papyrifera","Volume 3","Betula papyrifera"
"Betula pendula","Volume 3","Betula pendula"
"Betula pumila","Volume 3","Betula pumila"
"Bidens beckii","Volume 21","Bidens beckii"
"Bidens cernua","Volume 21","Bidens cernua"
"Bidens frondosa","Volume 21","Bidens frondosa"
"Bidens tripartita","Volume 21","Bidens tripartita"
"Bidens vulgata","Volume 21","Bidens vulgata"
"Bistorta vivipara","Volume 5","Bistorta vivipara"
"Blysmopsis rufa","Volume 23","Blysmopsis rufa"
"Boechera collinsii","Volume 7","Boechera collinsii"
"Boechera grahamii","Volume 7","Boechera grahamii"
"Boechera retrofracta","Volume 7","Boechera retrofracta"
"Bolboschoenus fluviatilis","Volume 23","Bolboschoenus fluviatilis"
"Bolboschoenus maritimus","Volume 23","Bolboschoenus maritimus"
"Bolboschoenus maritimus subsp. paludosus","Volume 23","Bolboschoenus maritimus subsp. paludosus"
"Boltonia asteroides","Volume 20","Boltonia asteroides"
"Boltonia asteroides var. recognita","Volume 20","Boltonia asteroides var. recognita"
"Botrychium lunaria","Volume 2","Botrychium lunaria"
"Botrychium minganense","Volume 2","Botrychium minganense"
"Botrychium multifidum","Volume 2","Botrychium multifidum"
"Botrychium pallidum","Volume 2","Botrychium pallidum"
"Botrychium virginianum","Volume 2","Botrychium virginianum"
"Bouteloua","Volume 25","Bouteloua"
"Bouteloua chondrosoides","Volume 25","Bouteloua chondrosoides"
"Bouteloua curtipendula","Volume 25","Bouteloua curtipendula"
"Bouteloua curtipendula var. curtipendula","Volume 25","Bouteloua curtipendula var. curtipendula"
"Bouteloua gracilis","Volume 25","Bouteloua gracilis"
"Bouteloua subg. Bouteloua","Volume 25","Bouteloua subg. Bouteloua"
"Bouteloua subg. Chondrosum","Volume 25","Bouteloua subg. Chondrosum"
"Brachytheciastrum velutinum var. velutinum","Volume 28","Brachytheciastrum velutinum var. velutinum"
"Brachythecium acutum","Volume 28","Brachythecium acutum"
"Brachythecium campestre","Volume 28","Brachythecium campestre"
"Brachythecium laetum","Volume 28","Brachythecium laetum"
"Brachythecium rivulare","Volume 28","Brachythecium rivulare"
"Brasenia schreberi","Volume 3","Brasenia schreberi"
"Brassica juncea","Volume 7","Brassica juncea"
"Brassica napus","Volume 7","Brassica napus"
"Brassica rapa","Volume 7","Brassica rapa"
"Braya humilis","Volume 7","Braya humilis"
"Braya humilis subsp. humilis","Volume 7","Braya humilis subsp. humilis"
"Bromus","Volume 24","Bromus"
"Bromus arvensis","Volume 24","Bromus arvensis"
"Bromus caroli-henrici","Volume 24","Bromus caroli-henrici"
"Bromus ciliatus","Volume 24","Bromus ciliatus"
"Bromus commutatus","Volume 24","Bromus commutatus"
"Bromus hallii","Volume 24","Bromus hallii"
"Bromus inermis","Volume 24","Bromus inermis"
"Bromus japonicus","Volume 24","Bromus japonicus"
"Bromus kalmii","Volume 24","Bromus kalmii"
"Bromus latiglumis","Volume 24","Bromus latiglumis"
"Bromus porteri","Volume 24","Bromus porteri"
"Bromus pubescens","Volume 24","Bromus pubescens"
"Bromus pumpellianus","Volume 24","Bromus pumpellianus"
"Bromus pumpellianus subsp. dicksonii","Volume 24","Bromus pumpellianus subsp. dicksonii"
"Bromus pumpellianus subsp. pumpellianus","Volume 24","Bromus pumpellianus subsp. pumpellianus"
"Bromus richardsonii","Volume 24","Bromus richardsonii"
"Bromus riparius","Volume 24","Bromus riparius"
"Bromus sect. Bromopsis","Volume 24","Bromus sect. Bromopsis"
"Bromus sect. Bromus","Volume 24","Bromus sect. Bromus"
"Bromus sect. Ceratochloa","Volume 24","Bromus sect. Ceratochloa"
"Bromus sect. Genea","Volume 24","Bromus sect. Genea"
"Bromus sect. Neobromus","Volume 24","Bromus sect. Neobromus"
"Bromus squarrosus","Volume 24","Bromus squarrosus"
"Bromus tectorum","Volume 24","Bromus tectorum"
"Bryoerythrophyllum recurvirostrum","Volume 27","Bryoerythrophyllum recurvirostrum"
"Bryum argenteum var. argenteum","Volume 28","Bryum argenteum var. argenteum"
"Bryum lanatum","Volume 28","Bryum lanatum"
"Butomus umbellatus","Volume 22","Butomus umbellatus"
"Calamagrostis","Volume 24","Calamagrostis"
"Calamagrostis canadensis","Volume 24","Calamagrostis canadensis"
"Calamagrostis canadensis var. canadensis","Volume 24","Calamagrostis canadensis var. canadensis"
"Calamagrostis canadensis var. langsdorffii","Volume 24","Calamagrostis canadensis var. langsdorffii"
"Calamagrostis canadensis var. macouniana","Volume 24","Calamagrostis canadensis var. macouniana"
"Calamagrostis cinnoides","Volume 24","Calamagrostis cinnoides"
"Calamagrostis deschampsioides","Volume 24","Calamagrostis deschampsioides"
"Calamagrostis epigejos","Volume 24","Calamagrostis epigejos"
"Calamagrostis lapponica","Volume 24","Calamagrostis lapponica"
"Calamagrostis montanensis","Volume 24","Calamagrostis montanensis"
"Calamagrostis purpurascens","Volume 24","Calamagrostis purpurascens"
"Calamagrostis rubescens","Volume 24","Calamagrostis rubescens"
"Calamagrostis stricta","Volume 24","Calamagrostis stricta"
"Calamagrostis stricta subsp. inexpansa","Volume 24","Calamagrostis stricta subsp. inexpansa"
"Calamagrostis stricta subsp. stricta","Volume 24","Calamagrostis stricta subsp. stricta"
"Calamagrostis ×acutiflora","Volume 24","Calamagrostis ×acutiflora"
"Calamovilfa","Volume 25","Calamovilfa"
"Calamovilfa longifolia","Volume 25","Calamovilfa longifolia"
"Calamovilfa longifolia var. longifolia","Volume 25","Calamovilfa longifolia var. longifolia"
"Calla palustris","Volume 22","Calla palustris"
"Callicladium haldanianum","Volume 28","Callicladium haldanianum"
"Calliergon cordifolium","Volume 28","Calliergon cordifolium"
"Calliergon giganteum","Volume 28","Calliergon giganteum"
"Calliergon richardsonii","Volume 28","Calliergon richardsonii"
"Callitriche heterophylla","Volume 17","Callitriche heterophylla"
"Callitriche palustris","Volume 17","Callitriche palustris"
"Calopogon tuberosus var. tuberosus","Volume 26","Calopogon tuberosus var. tuberosus"
"Caltha natans","Volume 3","Caltha natans"
"Caltha palustris","Volume 3","Caltha palustris"
"Calypso bulbosa var. americana","Volume 26","Calypso bulbosa var. americana"
"Camelina alyssum","Volume 7","Camelina alyssum"
"Camelina microcarpa","Volume 7","Camelina microcarpa"
"Camelina sativa","Volume 7","Camelina sativa"
"Campyliadelphus chrysophyllus","Volume 28","Campyliadelphus chrysophyllus"
"Campylium stellatum","Volume 28","Campylium stellatum"
"Campylophyllum hispidulum","Volume 28","Campylophyllum hispidulum"
"Canadanthus modestus","Volume 20","Canadanthus modestus"
"Capsella bursa-pastoris","Volume 7","Capsella bursa-pastoris"
"Cardamine bulbosa","Volume 7","Cardamine bulbosa"
"Cardamine nymanii","Volume 7","Cardamine nymanii"
"Cardamine parviflora","Volume 7","Cardamine parviflora"
"Cardamine pensylvanica","Volume 7","Cardamine pensylvanica"
"Carduus nutans","Volume 19","Carduus nutans"
"Carex adelostoma","Volume 23","Carex adelostoma"
"Carex adusta","Volume 23","Carex adusta"
"Carex alopecoidea","Volume 23","Carex alopecoidea"
"Carex aquatilis","Volume 23","Carex aquatilis"
"Carex aquatilis var. aquatilis","Volume 23","Carex aquatilis var. aquatilis"
"Carex aquatilis var. substricta","Volume 23","Carex aquatilis var. substricta"
"Carex arcta","Volume 23","Carex arcta"
"Carex arctata","Volume 23","Carex arctata"
"Carex assiniboinensis","Volume 23","Carex assiniboinensis"
"Carex atherodes","Volume 23","Carex atherodes"
"Carex athrostachya","Volume 23","Carex athrostachya"
"Carex atratiformis","Volume 23","Carex atratiformis"
"Carex atrofusca","Volume 23","Carex atrofusca"
"Carex aurea","Volume 23","Carex aurea"
"Carex backii","Volume 23","Carex backii"
"Carex bebbii","Volume 23","Carex bebbii"
"Carex bicknellii","Volume 23","Carex bicknellii"
"Carex bicolor","Volume 23","Carex bicolor"
"Carex bigelowii","Volume 23","Carex bigelowii"
"Carex bigelowii subsp. bigelowii","Volume 23","Carex bigelowii subsp. bigelowii"
"Carex brevior","Volume 23","Carex brevior"
"Carex brunnescens","Volume 23","Carex brunnescens"
"Carex brunnescens subsp. brunnescens","Volume 23","Carex brunnescens subsp. brunnescens"
"Carex brunnescens subsp. sphaerostachya","Volume 23","Carex brunnescens subsp. sphaerostachya"
"Carex buxbaumii","Volume 23","Carex buxbaumii"
"Carex canescens","Volume 23","Carex canescens"
"Carex canescens subsp. canescens","Volume 23","Carex canescens subsp. canescens"
"Carex capillaris","Volume 23","Carex capillaris"
"Carex capitata","Volume 23","Carex capitata"
"Carex castanea","Volume 23","Carex castanea"
"Carex chordorrhiza","Volume 23","Carex chordorrhiza"
"Carex concinna","Volume 23","Carex concinna"
"Carex conoidea","Volume 23","Carex conoidea"
"Carex crawei","Volume 23","Carex crawei"
"Carex crawfordii","Volume 23","Carex crawfordii"
"Carex crinita","Volume 23","Carex crinita"
"Carex crinita var. crinita","Volume 23","Carex crinita var. crinita"
"Carex cristatella","Volume 23","Carex cristatella"
"Carex cumulata","Volume 23","Carex cumulata"
"Carex deflexa","Volume 23","Carex deflexa"
"Carex deflexa var. deflexa","Volume 23","Carex deflexa var. deflexa"
"Carex deweyana","Volume 23","Carex deweyana"
"Carex deweyana var. deweyana","Volume 23","Carex deweyana var. deweyana"
"Carex diandra","Volume 23","Carex diandra"
"Carex disperma","Volume 23","Carex disperma"
"Carex duriuscula","Volume 23","Carex duriuscula"
"Carex eburnea","Volume 23","Carex eburnea"
"Carex emoryi","Volume 23","Carex emoryi"
"Carex filifolia","Volume 23","Carex filifolia"
"Carex filifolia var. filifolia","Volume 23","Carex filifolia var. filifolia"
"Carex flava","Volume 23","Carex flava"
"Carex foenea","Volume 23","Carex foenea"
"Carex fuliginosa","Volume 23","Carex fuliginosa"
"Carex garberi","Volume 23","Carex garberi"
"Carex glacialis","Volume 23","Carex glacialis"
"Carex glareosa","Volume 23","Carex glareosa"
"Carex glareosa subsp. glareosa","Volume 23","Carex glareosa subsp. glareosa"
"Carex gracillima","Volume 23","Carex gracillima"
"Carex granularis","Volume 23","Carex granularis"
"Carex gravida","Volume 23","Carex gravida"
"Carex gynocrates","Volume 23","Carex gynocrates"
"Carex hallii","Volume 23","Carex hallii"
"Carex heleonastes","Volume 23","Carex heleonastes"
"Carex hookeriana","Volume 23","Carex hookeriana"
"Carex houghtoniana","Volume 23","Carex houghtoniana"
"Carex hystericina","Volume 23","Carex hystericina"
"Carex inops","Volume 23","Carex inops"
"Carex inops subsp. heliophila","Volume 23","Carex inops subsp. heliophila"
"Carex interior","Volume 23","Carex interior"
"Carex intumescens","Volume 23","Carex intumescens"
"Carex lachenalii","Volume 23","Carex lachenalii"
"Carex lacustris","Volume 23","Carex lacustris"
"Carex laeviconica","Volume 23","Carex laeviconica"
"Carex lapponica","Volume 23","Carex lapponica"
"Carex lasiocarpa","Volume 23","Carex lasiocarpa"
"Carex lenticularis","Volume 23","Carex lenticularis"
"Carex lenticularis var. lenticularis","Volume 23","Carex lenticularis var. lenticularis"
"Carex leptalea","Volume 23","Carex leptalea"
"Carex limosa","Volume 23","Carex limosa"
"Carex livida","Volume 23","Carex livida"
"Carex loliacea","Volume 23","Carex loliacea"
"Carex mackenziei","Volume 23","Carex mackenziei"
"Carex magellanica","Volume 23","Carex magellanica"
"Carex magellanica subsp. irrigua","Volume 23","Carex magellanica subsp. irrigua"
"Carex marina","Volume 23","Carex marina"
"Carex maritima","Volume 23","Carex maritima"
"Carex meadii","Volume 23","Carex meadii"
"Carex media","Volume 23","Carex media"
"Carex merritt-fernaldii","Volume 23","Carex merritt-fernaldii"
"Carex michauxiana","Volume 23","Carex michauxiana"
"Carex microglochin","Volume 23","Carex microglochin"
"Carex microglochin subsp. microglochin","Volume 23","Carex microglochin subsp. microglochin"
"Carex microptera","Volume 23","Carex microptera"
"Carex norvegica","Volume 23","Carex norvegica"
"Carex obtusata","Volume 23","Carex obtusata"
"Carex oligosperma","Volume 23","Carex oligosperma"
"Carex paleacea","Volume 23","Carex paleacea"
"Carex parryana","Volume 23","Carex parryana"
"Carex pauciflora","Volume 23","Carex pauciflora"
"Carex peckii","Volume 23","Carex peckii"
"Carex pedunculata","Volume 23","Carex pedunculata"
"Carex pellita","Volume 23","Carex pellita"
"Carex pensylvanica","Volume 23","Carex pensylvanica"
"Carex praegracilis","Volume 23","Carex praegracilis"
"Carex prairea","Volume 23","Carex prairea"
"Carex praticola","Volume 23","Carex praticola"
"Carex projecta","Volume 23","Carex projecta"
"Carex pseudocyperus","Volume 23","Carex pseudocyperus"
"Carex radiata","Volume 23","Carex radiata"
"Carex rariflora","Volume 23","Carex rariflora"
"Carex recta","Volume 23","Carex recta"
"Carex retrorsa","Volume 23","Carex retrorsa"
"Carex richardsonii","Volume 23","Carex richardsonii"
"Carex rosea","Volume 23","Carex rosea"
"Carex rossii","Volume 23","Carex rossii"
"Carex rostrata","Volume 23","Carex rostrata"
"Carex rotundata","Volume 23","Carex rotundata"
"Carex rufina","Volume 23","Carex rufina"
"Carex rupestris","Volume 23","Carex rupestris"
"Carex sartwellii","Volume 23","Carex sartwellii"
"Carex saxatilis","Volume 23","Carex saxatilis"
"Carex saximontana","Volume 23","Carex saximontana"
"Carex scirpoidea","Volume 23","Carex scirpoidea"
"Carex scirpoidea subsp. scirpoidea","Volume 23","Carex scirpoidea subsp. scirpoidea"
"Carex scoparia","Volume 23","Carex scoparia"
"Carex scoparia var. scoparia","Volume 23","Carex scoparia var. scoparia"
"Carex siccata","Volume 23","Carex siccata"
"Carex sprengelii","Volume 23","Carex sprengelii"
"Carex sterilis","Volume 23","Carex sterilis"
"Carex stipata","Volume 23","Carex stipata"
"Carex stipata var. stipata","Volume 23","Carex stipata var. stipata"
"Carex subspathacea","Volume 23","Carex subspathacea"
"Carex supina","Volume 23","Carex supina"
"Carex supina subsp. spaniocarpa","Volume 23","Carex supina subsp. spaniocarpa"
"Carex sychnocephala","Volume 23","Carex sychnocephala"
"Carex tenera","Volume 23","Carex tenera"
"Carex tenera var. echinodes","Volume 23","Carex tenera var. echinodes"
"Carex tenera var. tenera","Volume 23","Carex tenera var. tenera"
"Carex tenuiflora","Volume 23","Carex tenuiflora"
