"","Volume","Taxon name"
"Alnus incana subsp. tenuifolia","Volume 3","Alnus incana subsp. tenuifolia"
"Alnus viridis","Volume 3","Alnus viridis"
"Alnus viridis subsp. crispa","Volume 3","Alnus viridis subsp. crispa"
"Alnus viridis subsp. fruticosa","Volume 3","Alnus viridis subsp. fruticosa"
"Alopecurus","Volume 24","Alopecurus"
"Alopecurus aequalis","Volume 24","Alopecurus aequalis"
"Alopecurus aequalis var. aequalis","Volume 24","Alopecurus aequalis var. aequalis"
"Alopecurus carolinianus","Volume 24","Alopecurus carolinianus"
"Alopecurus geniculatus","Volume 24","Alopecurus geniculatus"
"Alopecurus magellanicus","Volume 24","Alopecurus magellanicus"
"Alopecurus pratensis","Volume 24","Alopecurus pratensis"
"Alyssum alyssoides","Volume 7","Alyssum alyssoides"
"Alyssum desertorum","Volume 7","Alyssum desertorum"
"Amaranthus albus","Volume 4","Amaranthus albus"
"Amaranthus blitoides","Volume 4","Amaranthus blitoides"
"Amaranthus californicus","Volume 4","Amaranthus californicus"
"Amaranthus powellii","Volume 4","Amaranthus powellii"
"Amaranthus retroflexus","Volume 4","Amaranthus retroflexus"
"Amblystegium serpens","Volume 28","Amblystegium serpens"
"Ambrosia acanthicarpa","Volume 21","Ambrosia acanthicarpa"
"Ambrosia artemisiifolia","Volume 21","Ambrosia artemisiifolia"
"Ambrosia psilostachya","Volume 21","Ambrosia psilostachya"
"Ambrosia trifida","Volume 21","Ambrosia trifida"
"Amelanchier alnifolia","Volume 9","Amelanchier alnifolia"
"Amelanchier alnifolia var. alnifolia","Volume 9","Amelanchier alnifolia var. alnifolia"
"Amelanchier humilis","Volume 9","Amelanchier humilis"
"Amelanchier sanguinea","Volume 9","Amelanchier sanguinea"
"Amerorchis rotundifolia","Volume 26","Amerorchis rotundifolia"
"Amphidium lapponicum","Volume 28","Amphidium lapponicum"
"Amphiscirpus nevadensis","Volume 23","Amphiscirpus nevadensis"
"Anagallis minima","Volume 8","Anagallis minima"
"Anaphalis margaritacea","Volume 19","Anaphalis margaritacea"
"Andreaea rupestris","Volume 27","Andreaea rupestris"
"Andromeda polifolia","Volume 8","Andromeda polifolia"
"Andromeda polifolia var. latifolia","Volume 8","Andromeda polifolia var. latifolia"
"Andromeda polifolia var. polifolia","Volume 8","Andromeda polifolia var. polifolia"
"Andropogon","Volume 25","Andropogon"
"Andropogon gerardii","Volume 25","Andropogon gerardii"
"Andropogon hallii","Volume 25","Andropogon hallii"
"Andropogon liebmannii","Volume 25","Andropogon liebmannii"
"Andropogon sect. Andropogon","Volume 25","Andropogon sect. Andropogon"
"Andropogon sect. Leptopogon","Volume 25","Andropogon sect. Leptopogon"
"Androsace occidentalis","Volume 8","Androsace occidentalis"
"Androsace septentrionalis","Volume 8","Androsace septentrionalis"
"Anemone canadensis","Volume 3","Anemone canadensis"
"Anemone cylindrica","Volume 3","Anemone cylindrica"
"Anemone multifida","Volume 3","Anemone multifida"
"Anemone multifida var. multifida","Volume 3","Anemone multifida var. multifida"
"Anemone parviflora","Volume 3","Anemone parviflora"
"Anemone patens","Volume 3","Anemone patens"
"Anemone patens var. multifida","Volume 3","Anemone patens var. multifida"
"Anemone quinquefolia","Volume 3","Anemone quinquefolia"
"Anemone quinquefolia var. quinquefolia","Volume 3","Anemone quinquefolia var. quinquefolia"
"Anemone richardsonii","Volume 3","Anemone richardsonii"
"Anemone virginiana","Volume 3","Anemone virginiana"
"Anemone virginiana var. cylindroidea","Volume 3","Anemone virginiana var. cylindroidea"
"Antennaria anaphaloides","Volume 19","Antennaria anaphaloides"
"Antennaria dimorpha","Volume 19","Antennaria dimorpha"
"Antennaria howellii","Volume 19","Antennaria howellii"
"Antennaria howellii subsp. canadensis","Volume 19","Antennaria howellii subsp. canadensis"
"Antennaria howellii subsp. howellii","Volume 19","Antennaria howellii subsp. howellii"
"Antennaria howellii subsp. neodioica","Volume 19","Antennaria howellii subsp. neodioica"
"Antennaria microphylla","Volume 19","Antennaria microphylla"
"Antennaria neglecta","Volume 19","Antennaria neglecta"
"Antennaria parvifolia","Volume 19","Antennaria parvifolia"
"Antennaria pulcherrima","Volume 19","Antennaria pulcherrima"
"Antennaria pulcherrima subsp. pulcherrima","Volume 19","Antennaria pulcherrima subsp. pulcherrima"
"Antennaria rosea","Volume 19","Antennaria rosea"
"Antennaria rosea subsp. arida","Volume 19","Antennaria rosea subsp. arida"
"Antennaria rosea subsp. pulvinata","Volume 19","Antennaria rosea subsp. pulvinata"
"Antennaria rosea subsp. rosea","Volume 19","Antennaria rosea subsp. rosea"
"Antennaria umbrinella","Volume 19","Antennaria umbrinella"
"Anthemis cotula","Volume 19","Anthemis cotula"
"Aquilegia brevistyla","Volume 3","Aquilegia brevistyla"
"Aquilegia canadensis","Volume 3","Aquilegia canadensis"
"Arabidopsis arenicola","Volume 7","Arabidopsis arenicola"
"Arabidopsis lyrata","Volume 7","Arabidopsis lyrata"
"Arabidopsis lyrata subsp. kamchatica","Volume 7","Arabidopsis lyrata subsp. kamchatica"
"Arabidopsis lyrata subsp. lyrata","Volume 7","Arabidopsis lyrata subsp. lyrata"
"Arabis pycnocarpa","Volume 7","Arabis pycnocarpa"
"Arabis pycnocarpa var. pycnocarpa","Volume 7","Arabis pycnocarpa var. pycnocarpa"
"Arceuthobium americanum","Volume 12","Arceuthobium americanum"
"Arceuthobium pusillum","Volume 12","Arceuthobium pusillum"
"Arctium lappa","Volume 19","Arctium lappa"
"Arctium minus","Volume 19","Arctium minus"
"Arctium tomentosum","Volume 19","Arctium tomentosum"
"Arctostaphylos uva-ursi","Volume 8","Arctostaphylos uva-ursi"
"Arctous rubra","Volume 8","Arctous rubra"
"Arenaria serpyllifolia","Volume 5","Arenaria serpyllifolia"
"Arenaria serpyllifolia var. serpyllifolia","Volume 5","Arenaria serpyllifolia var. serpyllifolia"
"Arethusa bulbosa","Volume 26","Arethusa bulbosa"
"Aristida","Volume 25","Aristida"
"Aristida purpurea","Volume 25","Aristida purpurea"
"Aristida purpurea var. longiseta","Volume 25","Aristida purpurea var. longiseta"
"Armeria maritima","Volume 5","Armeria maritima"
"Armeria maritima subsp. interior","Volume 5","Armeria maritima subsp. interior"
"Armoracia rusticana","Volume 7","Armoracia rusticana"
"Arnica angustifolia","Volume 21","Arnica angustifolia"
"Arnica angustifolia subsp. angustifolia","Volume 21","Arnica angustifolia subsp. angustifolia"
"Arnica chamissonis","Volume 21","Arnica chamissonis"
"Arnica cordifolia","Volume 21","Arnica cordifolia"
"Arnica fulgens","Volume 21","Arnica fulgens"
"Arnica lonchophylla","Volume 21","Arnica lonchophylla"
"Arnica sororia","Volume 21","Arnica sororia"
"Artemisia abrotanum","Volume 19","Artemisia abrotanum"
"Artemisia absinthium","Volume 19","Artemisia absinthium"
"Artemisia biennis","Volume 19","Artemisia biennis"
"Artemisia borealis","Volume 19","Artemisia borealis"
"Artemisia borealis subsp. borealis","Volume 19","Artemisia borealis subsp. borealis"
"Artemisia campestris","Volume 19","Artemisia campestris"
"Artemisia campestris subsp. canadensis","Volume 19","Artemisia campestris subsp. canadensis"
"Artemisia campestris subsp. caudata","Volume 19","Artemisia campestris subsp. caudata"
"Artemisia campestris subsp. pacifica","Volume 19","Artemisia campestris subsp. pacifica"
"Artemisia cana","Volume 19","Artemisia cana"
"Artemisia cana subsp. cana","Volume 19","Artemisia cana subsp. cana"
"Artemisia dracunculus","Volume 19","Artemisia dracunculus"
"Artemisia frigida","Volume 19","Artemisia frigida"
"Artemisia longifolia","Volume 19","Artemisia longifolia"
"Artemisia ludoviciana","Volume 19","Artemisia ludoviciana"
"Artemisia ludoviciana subsp. ludoviciana","Volume 19","Artemisia ludoviciana subsp. ludoviciana"
"Artemisia tilesii","Volume 19","Artemisia tilesii"
"Artemisia vulgaris","Volume 19","Artemisia vulgaris"
"Asparagus officinalis","Volume 26","Asparagus officinalis"
"Athyrium filix-femina","Volume 2","Athyrium filix-femina"
"Athyrium filix-femina var. angustum","Volume 2","Athyrium filix-femina var. angustum"
"Athyrium filix-femina var. cyclosorum","Volume 2","Athyrium filix-femina var. cyclosorum"
"Atrichum selwynii","Volume 27","Atrichum selwynii"
"Atriplex argentea","Volume 4","Atriplex argentea"
"Atriplex argentea var. argentea","Volume 4","Atriplex argentea var. argentea"
"Atriplex dioica","Volume 4","Atriplex dioica"
"Atriplex gardneri","Volume 4","Atriplex gardneri"
"Atriplex gardneri var. aptera","Volume 4","Atriplex gardneri var. aptera"
"Atriplex gardneri var. gardneri","Volume 4","Atriplex gardneri var. gardneri"
"Atriplex hortensis","Volume 4","Atriplex hortensis"
"Atriplex patula","Volume 4","Atriplex patula"
"Atriplex powellii","Volume 4","Atriplex powellii"
"Atriplex powellii var. powellii","Volume 4","Atriplex powellii var. powellii"
"Atriplex prostrata","Volume 4","Atriplex prostrata"
"Atriplex rosea","Volume 4","Atriplex rosea"
"Atriplex suckleyi","Volume 4","Atriplex suckleyi"
"Atriplex truncata","Volume 4","Atriplex truncata"
"Aulacomnium palustre","Volume 28","Aulacomnium palustre"
"Aulacomnium turgidum","Volume 28","Aulacomnium turgidum"
"Avena","Volume 24","Avena"
"Avena fatua","Volume 24","Avena fatua"
"Avena sativa","Volume 24","Avena sativa"
"Avenula","Volume 24","Avenula"
"Avenula hookeri","Volume 24","Avenula hookeri"
"Avenula pubescens","Volume 24","Avenula pubescens"
"Axyris amaranthoides","Volume 4","Axyris amaranthoides"
"Bacopa rotundifolia","Volume 17","Bacopa rotundifolia"
"Barbarea orthoceras","Volume 7","Barbarea orthoceras"
"Barbarea vulgaris","Volume 7","Barbarea vulgaris"
"Barbula convoluta var. convoluta","Volume 27","Barbula convoluta var. convoluta"
"Barbula unguiculata","Volume 27","Barbula unguiculata"
"Bartramia pomiformis","Volume 28","Bartramia pomiformis"
"Beckmannia","Volume 24","Beckmannia"
"Beckmannia syzigachne","Volume 24","Beckmannia syzigachne"
"Berteroa incana","Volume 7","Berteroa incana"
"Betula glandulosa","Volume 3","Betula glandulosa"
"Betula nana","Volume 3","Betula nana"
"Betula nana subsp. exilis","Volume 3","Betula nana subsp. exilis"
"Betula neoalaskana","Volume 3","Betula neoalaskana"
"Betula occidentalis","Volume 3","Betula occidentalis"
"Betula papyrifera","Volume 3","Betula papyrifera"
"Betula pumila","Volume 3","Betula pumila"
"Bidens beckii","Volume 21","Bidens beckii"
"Bidens cernua","Volume 21","Bidens cernua"
"Bidens frondosa","Volume 21","Bidens frondosa"
"Bidens vulgata","Volume 21","Bidens vulgata"
"Bistorta vivipara","Volume 5","Bistorta vivipara"
"Blysmopsis rufa","Volume 23","Blysmopsis rufa"
"Boechera collinsii","Volume 7","Boechera collinsii"
"Boechera grahamii","Volume 7","Boechera grahamii"
"Boechera retrofracta","Volume 7","Boechera retrofracta"
"Boechera stricta","Volume 7","Boechera stricta"
"Bolboschoenus fluviatilis","Volume 23","Bolboschoenus fluviatilis"
"Bolboschoenus maritimus","Volume 23","Bolboschoenus maritimus"
"Bolboschoenus maritimus subsp. paludosus","Volume 23","Bolboschoenus maritimus subsp. paludosus"
"Boltonia asteroides","Volume 20","Boltonia asteroides"
"Boltonia asteroides var. recognita","Volume 20","Boltonia asteroides var. recognita"
"Botrychium campestre","Volume 2","Botrychium campestre"
"Botrychium hesperium","Volume 2","Botrychium hesperium"
"Botrychium lanceolatum","Volume 2","Botrychium lanceolatum"
"Botrychium lanceolatum subsp. angustisegmentum","Volume 2","Botrychium lanceolatum subsp. angustisegmentum"
"Botrychium lanceolatum subsp. lanceolatum","Volume 2","Botrychium lanceolatum subsp. lanceolatum"
"Botrychium lunaria","Volume 2","Botrychium lunaria"
"Botrychium minganense","Volume 2","Botrychium minganense"
"Botrychium multifidum","Volume 2","Botrychium multifidum"
"Botrychium pallidum","Volume 2","Botrychium pallidum"
"Botrychium paradoxum","Volume 2","Botrychium paradoxum"
"Botrychium pedunculosum","Volume 2","Botrychium pedunculosum"
"Botrychium simplex","Volume 2","Botrychium simplex"
"Botrychium virginianum","Volume 2","Botrychium virginianum"
"Bouteloua","Volume 25","Bouteloua"
"Bouteloua chondrosoides","Volume 25","Bouteloua chondrosoides"
"Bouteloua curtipendula","Volume 25","Bouteloua curtipendula"
"Bouteloua curtipendula var. curtipendula","Volume 25","Bouteloua curtipendula var. curtipendula"
"Bouteloua gracilis","Volume 25","Bouteloua gracilis"
"Bouteloua subg. Bouteloua","Volume 25","Bouteloua subg. Bouteloua"
"Bouteloua subg. Chondrosum","Volume 25","Bouteloua subg. Chondrosum"
"Brachytheciastrum collinum","Volume 28","Brachytheciastrum collinum"
"Brachythecium acuminatum","Volume 28","Brachythecium acuminatum"
"Brachythecium acutum","Volume 28","Brachythecium acutum"
"Brachythecium campestre","Volume 28","Brachythecium campestre"
"Brachythecium laetum","Volume 28","Brachythecium laetum"
"Brachythecium rivulare","Volume 28","Brachythecium rivulare"
"Brassica juncea","Volume 7","Brassica juncea"
"Brassica napus","Volume 7","Brassica napus"
"Brassica nigra","Volume 7","Brassica nigra"
"Brassica rapa","Volume 7","Brassica rapa"
"Bromus","Volume 24","Bromus"
"Bromus anomalus","Volume 24","Bromus anomalus"
"Bromus arvensis","Volume 24","Bromus arvensis"
"Bromus caroli-henrici","Volume 24","Bromus caroli-henrici"
"Bromus ciliatus","Volume 24","Bromus ciliatus"
"Bromus commutatus","Volume 24","Bromus commutatus"
"Bromus hallii","Volume 24","Bromus hallii"
"Bromus inermis","Volume 24","Bromus inermis"
"Bromus japonicus","Volume 24","Bromus japonicus"
"Bromus latiglumis","Volume 24","Bromus latiglumis"
"Bromus porteri","Volume 24","Bromus porteri"
"Bromus pumpellianus","Volume 24","Bromus pumpellianus"
"Bromus pumpellianus subsp. dicksonii","Volume 24","Bromus pumpellianus subsp. dicksonii"
"Bromus pumpellianus subsp. pumpellianus","Volume 24","Bromus pumpellianus subsp. pumpellianus"
"Bromus racemosus","Volume 24","Bromus racemosus"
"Bromus richardsonii","Volume 24","Bromus richardsonii"
"Bromus riparius","Volume 24","Bromus riparius"
"Bromus sect. Bromopsis","Volume 24","Bromus sect. Bromopsis"
"Bromus sect. Bromus","Volume 24","Bromus sect. Bromus"
"Bromus sect. Ceratochloa","Volume 24","Bromus sect. Ceratochloa"
"Bromus sect. Genea","Volume 24","Bromus sect. Genea"
"Bromus sect. Neobromus","Volume 24","Bromus sect. Neobromus"
"Bromus tectorum","Volume 24","Bromus tectorum"
"Bryum argenteum var. argenteum","Volume 28","Bryum argenteum var. argenteum"
"Bryum lanatum","Volume 28","Bryum lanatum"
"Bucklandiella sudetica","Volume 27","Bucklandiella sudetica"
"Calamagrostis","Volume 24","Calamagrostis"
"Calamagrostis canadensis","Volume 24","Calamagrostis canadensis"
"Calamagrostis canadensis var. canadensis","Volume 24","Calamagrostis canadensis var. canadensis"
"Calamagrostis canadensis var. langsdorffii","Volume 24","Calamagrostis canadensis var. langsdorffii"
"Calamagrostis canadensis var. macouniana","Volume 24","Calamagrostis canadensis var. macouniana"
"Calamagrostis cinnoides","Volume 24","Calamagrostis cinnoides"
"Calamagrostis epigejos","Volume 24","Calamagrostis epigejos"
"Calamagrostis lapponica","Volume 24","Calamagrostis lapponica"
"Calamagrostis montanensis","Volume 24","Calamagrostis montanensis"
"Calamagrostis purpurascens","Volume 24","Calamagrostis purpurascens"
"Calamagrostis rubescens","Volume 24","Calamagrostis rubescens"
"Calamagrostis stricta","Volume 24","Calamagrostis stricta"
"Calamagrostis stricta subsp. inexpansa","Volume 24","Calamagrostis stricta subsp. inexpansa"
"Calamagrostis stricta subsp. stricta","Volume 24","Calamagrostis stricta subsp. stricta"
"Calamagrostis ×acutiflora","Volume 24","Calamagrostis ×acutiflora"
"Calamovilfa","Volume 25","Calamovilfa"
"Calamovilfa longifolia","Volume 25","Calamovilfa longifolia"
"Calamovilfa longifolia var. longifolia","Volume 25","Calamovilfa longifolia var. longifolia"
"Calla palustris","Volume 22","Calla palustris"
"Calliergon cordifolium","Volume 28","Calliergon cordifolium"
"Calliergon giganteum","Volume 28","Calliergon giganteum"
"Calliergon richardsonii","Volume 28","Calliergon richardsonii"
"Callitriche hermaphroditica","Volume 17","Callitriche hermaphroditica"
"Callitriche palustris","Volume 17","Callitriche palustris"
"Callitriche stenoptera","Volume 17","Callitriche stenoptera"
"Caltha natans","Volume 3","Caltha natans"
"Caltha palustris","Volume 3","Caltha palustris"
"Calypso bulbosa var. americana","Volume 26","Calypso bulbosa var. americana"
"Camelina alyssum","Volume 7","Camelina alyssum"
"Camelina microcarpa","Volume 7","Camelina microcarpa"
"Campyliadelphus chrysophyllus","Volume 28","Campyliadelphus chrysophyllus"
"Campylium stellatum","Volume 28","Campylium stellatum"
"Campylophyllum sommerfeltii","Volume 28","Campylophyllum sommerfeltii"
"Canadanthus modestus","Volume 20","Canadanthus modestus"
"Capsella bursa-pastoris","Volume 7","Capsella bursa-pastoris"
"Cardamine parviflora","Volume 7","Cardamine parviflora"
"Cardamine pensylvanica","Volume 7","Cardamine pensylvanica"
"Carduus nutans","Volume 19","Carduus nutans"
"Carex adusta","Volume 23","Carex adusta"
"Carex alopecoidea","Volume 23","Carex alopecoidea"
"Carex aquatilis","Volume 23","Carex aquatilis"
"Carex aquatilis var. aquatilis","Volume 23","Carex aquatilis var. aquatilis"
"Carex assiniboinensis","Volume 23","Carex assiniboinensis"
"Carex atherodes","Volume 23","Carex atherodes"
"Carex athrostachya","Volume 23","Carex athrostachya"
"Carex atratiformis","Volume 23","Carex atratiformis"
"Carex aurea","Volume 23","Carex aurea"
"Carex backii","Volume 23","Carex backii"
"Carex bebbii","Volume 23","Carex bebbii"
"Carex bicolor","Volume 23","Carex bicolor"
"Carex bigelowii","Volume 23","Carex bigelowii"
"Carex bigelowii subsp. bigelowii","Volume 23","Carex bigelowii subsp. bigelowii"
"Carex brevior","Volume 23","Carex brevior"
"Carex brunnescens","Volume 23","Carex brunnescens"
"Carex brunnescens subsp. brunnescens","Volume 23","Carex brunnescens subsp. brunnescens"
"Carex buxbaumii","Volume 23","Carex buxbaumii"
"Carex canescens","Volume 23","Carex canescens"
"Carex canescens subsp. canescens","Volume 23","Carex canescens subsp. canescens"
"Carex capillaris","Volume 23","Carex capillaris"
"Carex capitata","Volume 23","Carex capitata"
"Carex chordorrhiza","Volume 23","Carex chordorrhiza"
"Carex concinna","Volume 23","Carex concinna"
"Carex crawei","Volume 23","Carex crawei"
"Carex crawfordii","Volume 23","Carex crawfordii"
"Carex cristatella","Volume 23","Carex cristatella"
"Carex deflexa","Volume 23","Carex deflexa"
"Carex deflexa var. deflexa","Volume 23","Carex deflexa var. deflexa"
"Carex deweyana","Volume 23","Carex deweyana"
"Carex deweyana var. deweyana","Volume 23","Carex deweyana var. deweyana"
"Carex diandra","Volume 23","Carex diandra"
"Carex disperma","Volume 23","Carex disperma"
"Carex douglasii","Volume 23","Carex douglasii"
"Carex duriuscula","Volume 23","Carex duriuscula"
"Carex eburnea","Volume 23","Carex eburnea"
"Carex echinata","Volume 23","Carex echinata"
"Carex echinata subsp. echinata","Volume 23","Carex echinata subsp. echinata"
"Carex filifolia","Volume 23","Carex filifolia"
"Carex filifolia var. filifolia","Volume 23","Carex filifolia var. filifolia"
"Carex foenea","Volume 23","Carex foenea"
"Carex garberi","Volume 23","Carex garberi"
"Carex glacialis","Volume 23","Carex glacialis"
"Carex granularis","Volume 23","Carex granularis"
"Carex gravida","Volume 23","Carex gravida"
"Carex gynocrates","Volume 23","Carex gynocrates"
"Carex heleonastes","Volume 23","Carex heleonastes"
"Carex hoodii","Volume 23","Carex hoodii"
"Carex hookeriana","Volume 23","Carex hookeriana"
"Carex houghtoniana","Volume 23","Carex houghtoniana"
"Carex hystericina","Volume 23","Carex hystericina"
"Carex inops","Volume 23","Carex inops"
"Carex inops subsp. heliophila","Volume 23","Carex inops subsp. heliophila"
"Carex interior","Volume 23","Carex interior"
"Carex lacustris","Volume 23","Carex lacustris"
"Carex laeviconica","Volume 23","Carex laeviconica"
"Carex lapponica","Volume 23","Carex lapponica"
"Carex lasiocarpa","Volume 23","Carex lasiocarpa"
"Carex lenticularis","Volume 23","Carex lenticularis"
"Carex lenticularis var. lenticularis","Volume 23","Carex lenticularis var. lenticularis"
"Carex leptalea","Volume 23","Carex leptalea"
"Carex limosa","Volume 23","Carex limosa"
"Carex livida","Volume 23","Carex livida"
"Carex loliacea","Volume 23","Carex loliacea"
"Carex mackenziei","Volume 23","Carex mackenziei"
"Carex magellanica","Volume 23","Carex magellanica"
"Carex magellanica subsp. irrigua","Volume 23","Carex magellanica subsp. irrigua"
"Carex maritima","Volume 23","Carex maritima"
"Carex meadii","Volume 23","Carex meadii"
"Carex media","Volume 23","Carex media"
"Carex michauxiana","Volume 23","Carex michauxiana"
"Carex microptera","Volume 23","Carex microptera"
"Carex nebrascensis","Volume 23","Carex nebrascensis"
"Carex obtusata","Volume 23","Carex obtusata"
"Carex oligosperma","Volume 23","Carex oligosperma"
"Carex pachystachya","Volume 23","Carex pachystachya"
"Carex parryana","Volume 23","Carex parryana"
"Carex pauciflora","Volume 23","Carex pauciflora"
"Carex peckii","Volume 23","Carex peckii"
"Carex pedunculata","Volume 23","Carex pedunculata"
"Carex pellita","Volume 23","Carex pellita"
"Carex petasata","Volume 23","Carex petasata"
"Carex praegracilis","Volume 23","Carex praegracilis"
"Carex prairea","Volume 23","Carex prairea"
"Carex praticola","Volume 23","Carex praticola"
"Carex projecta","Volume 23","Carex projecta"
"Carex raynoldsii","Volume 23","Carex raynoldsii"
"Carex retrorsa","Volume 23","Carex retrorsa"
"Carex richardsonii","Volume 23","Carex richardsonii"
"Carex rossii","Volume 23","Carex rossii"
"Carex rostrata","Volume 23","Carex rostrata"
"Carex sartwellii","Volume 23","Carex sartwellii"
"Carex saxatilis","Volume 23","Carex saxatilis"
"Carex saximontana","Volume 23","Carex saximontana"
"Carex scirpoidea","Volume 23","Carex scirpoidea"
"Carex scirpoidea subsp. scirpoidea","Volume 23","Carex scirpoidea subsp. scirpoidea"
"Carex siccata","Volume 23","Carex siccata"
"Carex simulata","Volume 23","Carex simulata"
"Carex sprengelii","Volume 23","Carex sprengelii"
"Carex sterilis","Volume 23","Carex sterilis"
"Carex stipata","Volume 23","Carex stipata"
"Carex stipata var. stipata","Volume 23","Carex stipata var. stipata"
"Carex supina","Volume 23","Carex supina"
"Carex supina subsp. spaniocarpa","Volume 23","Carex supina subsp. spaniocarpa"
"Carex sychnocephala","Volume 23","Carex sychnocephala"
"Carex tenera","Volume 23","Carex tenera"
"Carex tenera var. tenera","Volume 23","Carex tenera var. tenera"
"Carex tenuiflora","Volume 23","Carex tenuiflora"
"Carex tetanica","Volume 23","Carex tetanica"
"Carex tonsa","Volume 23","Carex tonsa"
"Carex tonsa var. rugosperma","Volume 23","Carex tonsa var. rugosperma"
"Carex tonsa var. tonsa","Volume 23","Carex tonsa var. tonsa"
"Carex torreyi","Volume 23","Carex torreyi"
"Carex trisperma","Volume 23","Carex trisperma"
"Carex umbellata","Volume 23","Carex umbellata"
"Carex utriculata","Volume 23","Carex utriculata"
"Carex vaginata","Volume 23","Carex vaginata"
"Carex viridula","Volume 23","Carex viridula"
"Carex viridula var. viridula","Volume 23","Carex viridula var. viridula"
"Carex vulpinoidea","Volume 23","Carex vulpinoidea"
"Carex xerantica","Volume 23","Carex xerantica"
"Castilleja coccinea","Volume 17","Castilleja coccinea"
"Castilleja miniata","Volume 17","Castilleja miniata"
"Castilleja miniata var. miniata","Volume 17","Castilleja miniata var. miniata"
"Castilleja raupii","Volume 17","Castilleja raupii"
"Castilleja sessiliflora","Volume 17","Castilleja sessiliflora"
"Catabrosa","Volume 24","Catabrosa"
"Catabrosa aquatica","Volume 24","Catabrosa aquatica"
"Catoscopium nigritum","Volume 28","Catoscopium nigritum"
"Celastrus scandens","Volume 12","Celastrus scandens"
"Centaurea diffusa","Volume 19","Centaurea diffusa"
"Centaurea solstitialis","Volume 19","Centaurea solstitialis"
"Cerastium alpinum","Volume 5","Cerastium alpinum"
"Cerastium alpinum subsp. alpinum","Volume 5","Cerastium alpinum subsp. alpinum"
"Cerastium arvense","Volume 5","Cerastium arvense"
"Cerastium arvense subsp. strictum","Volume 5","Cerastium arvense subsp. strictum"
"Cerastium beeringianum","Volume 5","Cerastium beeringianum"
"Cerastium brachypodum","Volume 5","Cerastium brachypodum"
"Cerastium fontanum","Volume 5","Cerastium fontanum"
"Cerastium fontanum subsp. vulgare","Volume 5","Cerastium fontanum subsp. vulgare"
"Cerastium nutans","Volume 5","Cerastium nutans"
"Cerastium nutans var. nutans","Volume 5","Cerastium nutans var. nutans"
"Ceratodon purpureus subsp. purpureus","Volume 27","Ceratodon purpureus subsp. purpureus"
"Ceratophyllum demersum","Volume 3","Ceratophyllum demersum"
"Chaenorhinum minus","Volume 17","Chaenorhinum minus"
"Chaenorhinum minus subsp. minus","Volume 17","Chaenorhinum minus subsp. minus"
"Chamaedaphne calyculata","Volume 8","Chamaedaphne calyculata"
"Chamaerhodos erecta","Volume 9","Chamaerhodos erecta"
