"","Volume","Taxon name"
"Fontinalis hypnoides","Volume 28","Fontinalis hypnoides"
"Fontinalis novae-angliae","Volume 28","Fontinalis novae-angliae"
"Fontinalis sphagnifolia","Volume 28","Fontinalis sphagnifolia"
"Fontinalis sullivantii","Volume 28","Fontinalis sullivantii"
"Fragaria vesca","Volume 9","Fragaria vesca"
"Fragaria vesca subsp. americana","Volume 9","Fragaria vesca subsp. americana"
"Fragaria virginiana","Volume 9","Fragaria virginiana"
"Fragaria virginiana subsp. glauca","Volume 9","Fragaria virginiana subsp. glauca"
"Fragaria virginiana subsp. virginiana","Volume 9","Fragaria virginiana subsp. virginiana"
"Frangula alnus","Volume 12","Frangula alnus"
"Fumaria officinalis","Volume 3","Fumaria officinalis"
"Funaria hygrometrica var. hygrometrica","Volume 27","Funaria hygrometrica var. hygrometrica"
"Galinsoga quadriradiata","Volume 21","Galinsoga quadriradiata"
"Gaultheria hispidula","Volume 8","Gaultheria hispidula"
"Gaultheria procumbens","Volume 8","Gaultheria procumbens"
"Gaylussacia baccata","Volume 8","Gaylussacia baccata"
"Gaylussacia bigeloviana","Volume 8","Gaylussacia bigeloviana"
"Gemmabryum caespiticium","Volume 28","Gemmabryum caespiticium"
"Gemmabryum subapiculatum","Volume 28","Gemmabryum subapiculatum"
"Gemmabryum tenuisetum","Volume 28","Gemmabryum tenuisetum"
"Gemmabryum violaceum","Volume 28","Gemmabryum violaceum"
"Geocaulon lividum","Volume 12","Geocaulon lividum"
"Geum aleppicum","Volume 9","Geum aleppicum"
"Geum canadense","Volume 9","Geum canadense"
"Geum laciniatum","Volume 9","Geum laciniatum"
"Geum macrophyllum","Volume 9","Geum macrophyllum"
"Geum macrophyllum var. macrophyllum","Volume 9","Geum macrophyllum var. macrophyllum"
"Geum peckii","Volume 9","Geum peckii"
"Geum rivale","Volume 9","Geum rivale"
"Glyceria","Volume 24","Glyceria"
"Glyceria alnasteretum","Volume 24","Glyceria alnasteretum"
"Glyceria borealis","Volume 24","Glyceria borealis"
"Glyceria canadensis","Volume 24","Glyceria canadensis"
"Glyceria canadensis var. canadensis","Volume 24","Glyceria canadensis var. canadensis"
"Glyceria canadensis var. laxa","Volume 24","Glyceria canadensis var. laxa"
"Glyceria elata","Volume 24","Glyceria elata"
"Glyceria fluitans","Volume 24","Glyceria fluitans"
"Glyceria grandis","Volume 24","Glyceria grandis"
"Glyceria grandis var. grandis","Volume 24","Glyceria grandis var. grandis"
"Glyceria melicaria","Volume 24","Glyceria melicaria"
"Glyceria notata","Volume 24","Glyceria notata"
"Glyceria obtusa","Volume 24","Glyceria obtusa"
"Glyceria sect. Glyceria","Volume 24","Glyceria sect. Glyceria"
"Glyceria sect. Hydropoa","Volume 24","Glyceria sect. Hydropoa"
"Glyceria sect. Striatae","Volume 24","Glyceria sect. Striatae"
"Glyceria striata","Volume 24","Glyceria striata"
"Gnaphalium uliginosum","Volume 19","Gnaphalium uliginosum"
"Goodyera oblongifolia","Volume 26","Goodyera oblongifolia"
"Goodyera pubescens","Volume 26","Goodyera pubescens"
"Goodyera repens","Volume 26","Goodyera repens"
"Goodyera tesselata","Volume 26","Goodyera tesselata"
"Gratiola lutea","Volume 17","Gratiola lutea"
"Gratiola neglecta","Volume 17","Gratiola neglecta"
"Grimmia anomala","Volume 27","Grimmia anomala"
"Grimmia longirostris","Volume 27","Grimmia longirostris"
"Grimmia olneyi","Volume 27","Grimmia olneyi"
"Grimmia pilifera","Volume 27","Grimmia pilifera"
"Gymnocarpium dryopteris","Volume 2","Gymnocarpium dryopteris"
"Gymnostomum aeruginosum","Volume 27","Gymnostomum aeruginosum"
"Gyroweisia tenuis","Volume 27","Gyroweisia tenuis"
"Hamamelis virginiana","Volume 3","Hamamelis virginiana"
"Hedwigia ciliata","Volume 28","Hedwigia ciliata"
"Helenium flexuosum","Volume 21","Helenium flexuosum"
"Helianthus annuus","Volume 21","Helianthus annuus"
"Helianthus giganteus","Volume 21","Helianthus giganteus"
"Helianthus pauciflorus","Volume 21","Helianthus pauciflorus"
"Helianthus pauciflorus subsp. subrhomboideus","Volume 21","Helianthus pauciflorus subsp. subrhomboideus"
"Helianthus tuberosus","Volume 21","Helianthus tuberosus"
"Hemerocallis fulva","Volume 26","Hemerocallis fulva"
"Herzogiella striatella","Volume 28","Herzogiella striatella"
"Herzogiella turfacea","Volume 28","Herzogiella turfacea"
"Hesperis matronalis","Volume 7","Hesperis matronalis"
"Heterocladium dimorphum","Volume 28","Heterocladium dimorphum"
"Hibiscus trionum","Volume 6","Hibiscus trionum"
"Hieracium aurantiacum","Volume 19","Hieracium aurantiacum"
"Hieracium caespitosum","Volume 19","Hieracium caespitosum"
"Hieracium flagellare","Volume 19","Hieracium flagellare"
"Hieracium lactucella","Volume 19","Hieracium lactucella"
"Hieracium murorum","Volume 19","Hieracium murorum"
"Hieracium paniculatum","Volume 19","Hieracium paniculatum"
"Hieracium pilosella","Volume 19","Hieracium pilosella"
"Hieracium piloselloides","Volume 19","Hieracium piloselloides"
"Hieracium robinsonii","Volume 19","Hieracium robinsonii"
"Hieracium sabaudum","Volume 19","Hieracium sabaudum"
"Hieracium scabrum","Volume 19","Hieracium scabrum"
"Hieracium umbellatum","Volume 19","Hieracium umbellatum"
"Hieracium vulgatum","Volume 19","Hieracium vulgatum"
"Hippuris vulgaris","Volume 17","Hippuris vulgaris"
"Holcus","Volume 24","Holcus"
"Holcus ianatus","Volume 24","Holcus ianatus"
"Holcus lanatus","Volume 24","Holcus lanatus"
"Homalia trichomanoides var. trichomanoides","Volume 28","Homalia trichomanoides var. trichomanoides"
"Homomallium adnatum","Volume 28","Homomallium adnatum"
"Honckenya peploides","Volume 5","Honckenya peploides"
"Honckenya peploides subsp. robusta","Volume 5","Honckenya peploides subsp. robusta"
"Hordeum","Volume 24","Hordeum"
"Hordeum jubatum","Volume 24","Hordeum jubatum"
"Hordeum jubatum subsp. intermedium","Volume 24","Hordeum jubatum subsp. intermedium"
"Hordeum jubatum subsp. jubatum","Volume 24","Hordeum jubatum subsp. jubatum"
"Hordeum secalinum","Volume 24","Hordeum secalinum"
"Hordeum vulgare","Volume 24","Hordeum vulgare"
"Hudsonia ericoides","Volume 6","Hudsonia ericoides"
"Hudsonia tomentosa","Volume 6","Hudsonia tomentosa"
"Humulus lupulus","Volume 3","Humulus lupulus"
"Humulus lupulus var. lupuloides","Volume 3","Humulus lupulus var. lupuloides"
"Humulus lupulus var. lupulus","Volume 3","Humulus lupulus var. lupulus"
"Huperzia appalachiana","Volume 2","Huperzia appalachiana"
"Huperzia lucidula","Volume 2","Huperzia lucidula"
"Huperzia selago","Volume 2","Huperzia selago"
"Hydrangea arborescens","Volume 12","Hydrangea arborescens"
"Hygroamblystegium varium var. humile","Volume 28","Hygroamblystegium varium var. humile"
"Hygroamblystegium varium var. varium","Volume 28","Hygroamblystegium varium var. varium"
"Hygrohypnum bestii","Volume 28","Hygrohypnum bestii"
"Hygrohypnum duriusculum","Volume 28","Hygrohypnum duriusculum"
"Hygrohypnum eugyrium","Volume 28","Hygrohypnum eugyrium"
"Hygrohypnum montanum","Volume 28","Hygrohypnum montanum"
"Hygrohypnum ochraceum","Volume 28","Hygrohypnum ochraceum"
"Hygrohypnum smithii","Volume 28","Hygrohypnum smithii"
"Hygrohypnum subeugyrium","Volume 28","Hygrohypnum subeugyrium"
"Hylocomiastrum pyrenaicum","Volume 28","Hylocomiastrum pyrenaicum"
"Hylocomiastrum umbratum","Volume 28","Hylocomiastrum umbratum"
"Hylocomium splendens","Volume 28","Hylocomium splendens"
"Hylotelephium telephium","Volume 8","Hylotelephium telephium"
"Hymenostylium recurvirostrum var. recurvirostrum","Volume 27","Hymenostylium recurvirostrum var. recurvirostrum"
"Hypericum boreale","Volume 6","Hypericum boreale"
"Hypericum canadense","Volume 6","Hypericum canadense"
"Hypericum ellipticum","Volume 6","Hypericum ellipticum"
"Hypericum gentianoides","Volume 6","Hypericum gentianoides"
"Hypericum majus","Volume 6","Hypericum majus"
"Hypericum mutilum","Volume 6","Hypericum mutilum"
"Hypericum mutilum subsp. mutilum","Volume 6","Hypericum mutilum subsp. mutilum"
"Hypericum perforatum","Volume 6","Hypericum perforatum"
"Hypericum perforatum subsp. perforatum","Volume 6","Hypericum perforatum subsp. perforatum"
"Hypericum punctatum","Volume 6","Hypericum punctatum"
"Hypnum andoi","Volume 28","Hypnum andoi"
"Hypnum cupressiforme var. cupressiforme","Volume 28","Hypnum cupressiforme var. cupressiforme"
"Hypnum cupressiforme var. filiforme","Volume 28","Hypnum cupressiforme var. filiforme"
"Hypnum curvifolium","Volume 28","Hypnum curvifolium"
"Hypnum fauriei","Volume 28","Hypnum fauriei"
"Hypnum imponens","Volume 28","Hypnum imponens"
"Hypnum jutlandicum","Volume 28","Hypnum jutlandicum"
"Hypnum lindbergii","Volume 28","Hypnum lindbergii"
"Hypnum pallescens","Volume 28","Hypnum pallescens"
"Hypnum plicatulum","Volume 28","Hypnum plicatulum"
"Hypnum pratense","Volume 28","Hypnum pratense"
"Hypnum revolutum var. revolutum","Volume 28","Hypnum revolutum var. revolutum"
"Iberis amara","Volume 7","Iberis amara"
"Iberis umbellata","Volume 7","Iberis umbellata"
"Inula helenium","Volume 19","Inula helenium"
"Iris hookeri","Volume 26","Iris hookeri"
"Iris pseudacorus","Volume 26","Iris pseudacorus"
"Iris versicolor","Volume 26","Iris versicolor"
"Isopterygiopsis muelleriana","Volume 28","Isopterygiopsis muelleriana"
"Isopterygiopsis pulchella","Volume 28","Isopterygiopsis pulchella"
"Isopterygium tenerum","Volume 28","Isopterygium tenerum"
"Isothecium myosuroides","Volume 28","Isothecium myosuroides"
"Isoëtes acadiensis","Volume 2","Isoëtes acadiensis"
"Isoëtes echinospora","Volume 2","Isoëtes echinospora"
"Isoëtes lacustris","Volume 2","Isoëtes lacustris"
"Isoëtes prototypus","Volume 2","Isoëtes prototypus"
"Isoëtes tuckermanii","Volume 2","Isoëtes tuckermanii"
"Iva frutescens","Volume 21","Iva frutescens"
"Juncus acuminatus","Volume 22","Juncus acuminatus"
"Juncus alpinoarticulatus","Volume 22","Juncus alpinoarticulatus"
"Juncus anthelatus","Volume 22","Juncus anthelatus"
"Juncus arcticus","Volume 22","Juncus arcticus"
"Juncus arcticus var. balticus","Volume 22","Juncus arcticus var. balticus"
"Juncus articulatus","Volume 22","Juncus articulatus"
"Juncus brachycephalus","Volume 22","Juncus brachycephalus"
"Juncus brevicaudatus","Volume 22","Juncus brevicaudatus"
"Juncus bufonius","Volume 22","Juncus bufonius"
"Juncus bulbosus","Volume 22","Juncus bulbosus"
"Juncus caesariensis","Volume 22","Juncus caesariensis"
"Juncus canadensis","Volume 22","Juncus canadensis"
"Juncus compressus","Volume 22","Juncus compressus"
"Juncus dudleyi","Volume 22","Juncus dudleyi"
"Juncus effusus","Volume 22","Juncus effusus"
"Juncus filiformis","Volume 22","Juncus filiformis"
"Juncus gerardii","Volume 22","Juncus gerardii"
"Juncus greenei","Volume 22","Juncus greenei"
"Juncus marginatus","Volume 22","Juncus marginatus"
"Juncus militaris","Volume 22","Juncus militaris"
"Juncus nodosus","Volume 22","Juncus nodosus"
"Juncus pelocarpus","Volume 22","Juncus pelocarpus"
"Juncus secundus","Volume 22","Juncus secundus"
"Juncus stygius","Volume 22","Juncus stygius"
"Juncus stygius var. americanus","Volume 22","Juncus stygius var. americanus"
"Juncus subcaudatus","Volume 22","Juncus subcaudatus"
"Juncus tenuis","Volume 22","Juncus tenuis"
"Juncus trifidus","Volume 22","Juncus trifidus"
"Juncus vaseyi","Volume 22","Juncus vaseyi"
"Juniperus communis","Volume 2","Juniperus communis"
"Juniperus communis var. depressa","Volume 2","Juniperus communis var. depressa"
"Juniperus communis var. megistocarpa","Volume 2","Juniperus communis var. megistocarpa"
"Juniperus horizontalis","Volume 2","Juniperus horizontalis"
"Kalmia angustifolia","Volume 8","Kalmia angustifolia"
"Kalmia angustifolia var. angustifolia","Volume 8","Kalmia angustifolia var. angustifolia"
"Kalmia polifolia","Volume 8","Kalmia polifolia"
"Kerria japonica","Volume 9","Kerria japonica"
"Kiaeria blyttii","Volume 27","Kiaeria blyttii"
"Kiaeria falcata","Volume 27","Kiaeria falcata"
"Kiaeria starkei","Volume 27","Kiaeria starkei"
"Lachnanthes caroliniana","Volume 26","Lachnanthes caroliniana"
"Lactuca biennis","Volume 19","Lactuca biennis"
"Lactuca canadensis","Volume 19","Lactuca canadensis"
"Lactuca hirsuta","Volume 19","Lactuca hirsuta"
"Lactuca serriola","Volume 19","Lactuca serriola"
"Laportea canadensis","Volume 3","Laportea canadensis"
"Larix laricina","Volume 2","Larix laricina"
"Lechea intermedia","Volume 6","Lechea intermedia"
"Lechea intermedia var. intermedia","Volume 6","Lechea intermedia var. intermedia"
"Lechea intermedia var. juniperina","Volume 6","Lechea intermedia var. juniperina"
"Leersia","Volume 24","Leersia"
"Leersia oryzoides","Volume 24","Leersia oryzoides"
"Lemna trisulca","Volume 22","Lemna trisulca"
"Lemna turionifera","Volume 22","Lemna turionifera"
"Leontodon autumnalis","Volume 19","Leontodon autumnalis"
"Lepidium campestre","Volume 7","Lepidium campestre"
"Lepidium coronopus","Volume 7","Lepidium coronopus"
"Lepidium densiflorum","Volume 7","Lepidium densiflorum"
"Lepidium didymum","Volume 7","Lepidium didymum"
"Lepidium draba","Volume 7","Lepidium draba"
"Lepidium ruderale","Volume 7","Lepidium ruderale"
"Lepidium sativum","Volume 7","Lepidium sativum"
"Lepidium virginicum","Volume 7","Lepidium virginicum"
"Lepidium virginicum subsp. virginicum","Volume 7","Lepidium virginicum subsp. virginicum"
"Leptobryum pyriforme","Volume 28","Leptobryum pyriforme"
"Leptodictyum riparium","Volume 28","Leptodictyum riparium"
"Leskea polycarpa","Volume 28","Leskea polycarpa"
"Leskeella nervosa","Volume 28","Leskeella nervosa"
"Leucobryum glaucum","Volume 27","Leucobryum glaucum"
"Leucodon andrewsianus","Volume 28","Leucodon andrewsianus"
"Leucodon brachypus","Volume 28","Leucodon brachypus"
"Leucojum aestivum","Volume 26","Leucojum aestivum"
"Leymus","Volume 24","Leymus"
"Leymus californicus","Volume 24","Leymus californicus"
"Leymus mollis","Volume 24","Leymus mollis"
"Leymus mollis subsp. mollis","Volume 24","Leymus mollis subsp. mollis"
"Leymus mollis subsp. villosissimus","Volume 24","Leymus mollis subsp. villosissimus"
"Leymus salina","Volume 24","Leymus salina"
"Leymus salina subsp. mojavensis","Volume 24","Leymus salina subsp. mojavensis"
"Leymus salina subsp. salina","Volume 24","Leymus salina subsp. salina"
"Leymus salina subsp. salmonis","Volume 24","Leymus salina subsp. salmonis"
"Lilium canadense","Volume 26","Lilium canadense"
"Lilium lancifolium","Volume 26","Lilium lancifolium"
"Limonium carolinianum","Volume 5","Limonium carolinianum"
"Limosella australis","Volume 17","Limosella australis"
"Linaria dalmatica","Volume 17","Linaria dalmatica"
"Linaria dalmatica subsp. dalmatica","Volume 17","Linaria dalmatica subsp. dalmatica"
"Linaria repens","Volume 17","Linaria repens"
"Linaria vulgaris","Volume 17","Linaria vulgaris"
"Lindernia dubia","Volume 17","Lindernia dubia"
"Linum catharticum","Volume 12","Linum catharticum"
"Linum usitatissimum","Volume 12","Linum usitatissimum"
"Liparis loeselii","Volume 26","Liparis loeselii"
"Listera auriculata","Volume 26","Listera auriculata"
"Listera australis","Volume 26","Listera australis"
"Listera convallarioides","Volume 26","Listera convallarioides"
"Listera cordata var. cordata","Volume 26","Listera cordata var. cordata"
"Littorella americana","Volume 17","Littorella americana"
"Lobularia maritima","Volume 7","Lobularia maritima"
"Loeskeobryum brevirostre","Volume 28","Loeskeobryum brevirostre"
"Lolium","Volume 24","Lolium"
"Lolium multiflorum","Volume 24","Lolium multiflorum"
"Lolium perenne","Volume 24","Lolium perenne"
"Lophiola aurea","Volume 26","Lophiola aurea"
"Lunaria annua","Volume 7","Lunaria annua"
"Luzula acuminata var. acuminata","Volume 22","Luzula acuminata var. acuminata"
"Luzula luzuloides","Volume 22","Luzula luzuloides"
"Luzula luzuloides subsp. luzuloides","Volume 22","Luzula luzuloides subsp. luzuloides"
"Luzula multiflora","Volume 22","Luzula multiflora"
"Luzula multiflora subsp. frigida","Volume 22","Luzula multiflora subsp. frigida"
"Luzula multiflora subsp. multiflora","Volume 22","Luzula multiflora subsp. multiflora"
"Luzula parviflora","Volume 22","Luzula parviflora"
"Lycopodiella appressa","Volume 2","Lycopodiella appressa"
"Lycopodiella inundata","Volume 2","Lycopodiella inundata"
"Lycopodium annotinum","Volume 2","Lycopodium annotinum"
"Lycopodium clavatum","Volume 2","Lycopodium clavatum"
"Lycopodium dendroideum","Volume 2","Lycopodium dendroideum"
"Lycopodium hickeyi","Volume 2","Lycopodium hickeyi"
"Lycopodium lagopus","Volume 2","Lycopodium lagopus"
"Lycopodium obscurum","Volume 2","Lycopodium obscurum"
"Lysimachia ciliata","Volume 8","Lysimachia ciliata"
"Lysimachia maritima","Volume 8","Lysimachia maritima"
"Lysimachia nummularia","Volume 8","Lysimachia nummularia"
"Lysimachia punctata","Volume 8","Lysimachia punctata"
"Lysimachia terrestris","Volume 8","Lysimachia terrestris"
"Lysimachia thyrsiflora","Volume 8","Lysimachia thyrsiflora"
"Lysimachia vulgaris","Volume 8","Lysimachia vulgaris"
"Maianthemum canadense","Volume 26","Maianthemum canadense"
"Maianthemum racemosum subsp. racemosum","Volume 26","Maianthemum racemosum subsp. racemosum"
"Maianthemum stellatum","Volume 26","Maianthemum stellatum"
"Maianthemum trifolium","Volume 26","Maianthemum trifolium"
"Malaxis bayardii","Volume 26","Malaxis bayardii"
"Malaxis monophyllos var. brachypoda","Volume 26","Malaxis monophyllos var. brachypoda"
"Malaxis unifolia","Volume 26","Malaxis unifolia"
"Malus baccata","Volume 9","Malus baccata"
"Malus prunifolia","Volume 9","Malus prunifolia"
"Malus pumila","Volume 9","Malus pumila"
"Malva alcea","Volume 6","Malva alcea"
"Malva moschata","Volume 6","Malva moschata"
"Malva neglecta","Volume 6","Malva neglecta"
"Malva pusilla","Volume 6","Malva pusilla"
"Malva sylvestris","Volume 6","Malva sylvestris"
"Malva verticillata","Volume 6","Malva verticillata"
"Matricaria chamomilla","Volume 19","Matricaria chamomilla"
"Matricaria discoidea","Volume 19","Matricaria discoidea"
"Matteuccia struthiopteris","Volume 2","Matteuccia struthiopteris"
"Matteuccia struthiopteris var. pensylvanica","Volume 2","Matteuccia struthiopteris var. pensylvanica"
"Medeola virginiana","Volume 26","Medeola virginiana"
"Meesia uliginosa","Volume 28","Meesia uliginosa"
"Melampyrum lineare","Volume 17","Melampyrum lineare"
"Micromitrium tenerum","Volume 27","Micromitrium tenerum"
"Milium","Volume 24","Milium"
"Milium effusum","Volume 24","Milium effusum"
"Mimulus ringens","Volume 17","Mimulus ringens"
"Mimulus ringens var. ringens","Volume 17","Mimulus ringens var. ringens"
"Minuartia groenlandica","Volume 5","Minuartia groenlandica"
"Mitella nuda","Volume 8","Mitella nuda"
"Mnium hornum","Volume 28","Mnium hornum"
"Mnium lycopodioides","Volume 28","Mnium lycopodioides"
"Mnium marginatum","Volume 28","Mnium marginatum"
"Mnium spinulosum","Volume 28","Mnium spinulosum"
"Mnium stellare","Volume 28","Mnium stellare"
"Mnium thomsonii","Volume 28","Mnium thomsonii"
"Moehringia lateriflora","Volume 5","Moehringia lateriflora"
"Molinia","Volume 25","Molinia"
"Molinia caerulea","Volume 25","Molinia caerulea"
"Mollugo verticillata","Volume 4","Mollugo verticillata"
"Moneses uniflora","Volume 8","Moneses uniflora"
"Monotropa hypopitys","Volume 8","Monotropa hypopitys"
"Monotropa uniflora","Volume 8","Monotropa uniflora"
"Montia fontana","Volume 4","Montia fontana"
"Muhlenbergia","Volume 25","Muhlenbergia"
"Muhlenbergia diversiglumis","Volume 25","Muhlenbergia diversiglumis"
"Muhlenbergia glabrifloris","Volume 25","Muhlenbergia glabrifloris"
"Muhlenbergia glomerata","Volume 25","Muhlenbergia glomerata"
"Muhlenbergia mexicana","Volume 25","Muhlenbergia mexicana"
"Muhlenbergia racemosa","Volume 25","Muhlenbergia racemosa"
"Muhlenbergia sericea","Volume 25","Muhlenbergia sericea"
"Muhlenbergia uniflora","Volume 25","Muhlenbergia uniflora"
"Muscari botryoides","Volume 26","Muscari botryoides"
"Myrica gale","Volume 3","Myrica gale"
"Myrica pensylvanica","Volume 3","Myrica pensylvanica"
"Myurella julacea","Volume 28","Myurella julacea"
"Myurella sibirica","Volume 28","Myurella sibirica"
"Najas flexilis","Volume 22","Najas flexilis"
"Najas gracillima","Volume 22","Najas gracillima"
"Nardus","Volume 24","Nardus"
"Nardus stricta","Volume 24","Nardus stricta"
"Nasturtium officinale","Volume 7","Nasturtium officinale"
"Neckera complanata","Volume 28","Neckera complanata"
"Neckera pennata","Volume 28","Neckera pennata"
"Neslia paniculata","Volume 7","Neslia paniculata"
"Niphotrichum ericoides","Volume 27","Niphotrichum ericoides"
"Nuphar microphylla","Volume 3","Nuphar microphylla"
"Nuphar rubrodisca","Volume 3","Nuphar rubrodisca"
"Nuphar variegata","Volume 3","Nuphar variegata"
"Nuttallanthus canadensis","Volume 17","Nuttallanthus canadensis"
"Nymphaea odorata","Volume 3","Nymphaea odorata"
"Nymphaea odorata subsp. odorata","Volume 3","Nymphaea odorata subsp. odorata"
"Oclemena acuminata","Volume 20","Oclemena acuminata"
"Oclemena nemoralis","Volume 20","Oclemena nemoralis"
"Oclemena ×blakei","Volume 20","Oclemena ×blakei"
"Odontites vulgaris","Volume 17","Odontites vulgaris"
"Oligotrichum hercynicum","Volume 27","Oligotrichum hercynicum"
"Omalotheca sylvatica","Volume 19","Omalotheca sylvatica"
"Oncophorus virens","Volume 27","Oncophorus virens"
"Oncophorus wahlenbergii","Volume 27","Oncophorus wahlenbergii"
"Onoclea sensibilis","Volume 2","Onoclea sensibilis"
"Onopordum acanthium","Volume 19","Onopordum acanthium"
"Onopordum acanthium subsp. acanthium","Volume 19","Onopordum acanthium subsp. acanthium"
"Ophioglossum pusillum","Volume 2","Ophioglossum pusillum"
"Ornithogalum umbellatum","Volume 26","Ornithogalum umbellatum"
"Orobanche uniflora","Volume 17","Orobanche uniflora"
"Orobanche uniflora subsp. uniflora","Volume 17","Orobanche uniflora subsp. uniflora"
"Orthilia secunda","Volume 8","Orthilia secunda"
"Orthothecium strictum","Volume 28","Orthothecium strictum"
"Orthotrichum anomalum","Volume 28","Orthotrichum anomalum"
"Orthotrichum elegans","Volume 28","Orthotrichum elegans"
"Orthotrichum obtusifolium","Volume 28","Orthotrichum obtusifolium"
"Orthotrichum ohioense","Volume 28","Orthotrichum ohioense"
"Orthotrichum sordidum","Volume 28","Orthotrichum sordidum"
"Orthotrichum speciosum","Volume 28","Orthotrichum speciosum"
"Orthotrichum stellatum","Volume 28","Orthotrichum stellatum"
"Oryzopsis","Volume 24","Oryzopsis"
"Oryzopsis asperifolia","Volume 24","Oryzopsis asperifolia"
"Osmunda cinnamomea","Volume 2","Osmunda cinnamomea"
"Osmunda claytoniana","Volume 2","Osmunda claytoniana"
"Osmunda regalis","Volume 2","Osmunda regalis"
"Osmunda regalis var. spectabilis","Volume 2","Osmunda regalis var. spectabilis"
"Ostrya virginiana","Volume 3","Ostrya virginiana"
"Oxalis corniculata","Volume 12","Oxalis corniculata"
"Oxalis dillenii","Volume 12","Oxalis dillenii"
"Oxalis montana","Volume 12","Oxalis montana"
"Oxalis stricta","Volume 12","Oxalis stricta"
"Oxyria digyna","Volume 5","Oxyria digyna"
"Oxyrrhynchium hians","Volume 28","Oxyrrhynchium hians"
"Packera aurea","Volume 20","Packera aurea"
"Packera paupercula","Volume 20","Packera paupercula"
"Packera schweinitziana","Volume 20","Packera schweinitziana"
"Paludella squarrosa","Volume 28","Paludella squarrosa"
"Panicum","Volume 25","Panicum"
"Panicum capillare","Volume 25","Panicum capillare"
"Panicum capillare subsp. capillare","Volume 25","Panicum capillare subsp. capillare"
"Panicum capillare subsp. hillmanii","Volume 25","Panicum capillare subsp. hillmanii"
"Panicum dichotomiflorum","Volume 25","Panicum dichotomiflorum"
"Panicum dichotomiflorum subsp. bartowense","Volume 25","Panicum dichotomiflorum subsp. bartowense"
"Panicum dichotomiflorum subsp. dichotomiflorum","Volume 25","Panicum dichotomiflorum subsp. dichotomiflorum"
"Panicum dichotomiflorum subsp. puritanorum","Volume 25","Panicum dichotomiflorum subsp. puritanorum"
"Panicum gymnocarpon","Volume 25","Panicum gymnocarpon"
"Panicum miliaceum","Volume 25","Panicum miliaceum"
"Panicum miliaceum subsp. miliaceum","Volume 25","Panicum miliaceum subsp. miliaceum"
"Panicum miliaceum subsp. ruderale","Volume 25","Panicum miliaceum subsp. ruderale"
"Panicum philadelphicum","Volume 25","Panicum philadelphicum"
"Panicum philadelphicum subsp. gattingeri","Volume 25","Panicum philadelphicum subsp. gattingeri"
"Panicum philadelphicum subsp. lithophilum","Volume 25","Panicum philadelphicum subsp. lithophilum"
"Panicum philadelphicum subsp. philadelphicum","Volume 25","Panicum philadelphicum subsp. philadelphicum"
"Panicum plenum","Volume 25","Panicum plenum"
"Panicum rigidulum","Volume 25","Panicum rigidulum"
"Panicum rigidulum subsp. abscissum","Volume 25","Panicum rigidulum subsp. abscissum"
"Panicum rigidulum subsp. combsii","Volume 25","Panicum rigidulum subsp. combsii"
"Panicum rigidulum subsp. elongatum","Volume 25","Panicum rigidulum subsp. elongatum"
"Panicum rigidulum subsp. pubescens","Volume 25","Panicum rigidulum subsp. pubescens"
"Panicum rigidulum subsp. rigidulum","Volume 25","Panicum rigidulum subsp. rigidulum"
"Panicum sect. Agrostoidea","Volume 25","Panicum sect. Agrostoidea"
"Panicum sect. Antidotalia","Volume 25","Panicum sect. Antidotalia"
"Panicum sect. Bulbosa","Volume 25","Panicum sect. Bulbosa"
"Panicum sect. Dichotomiflora","Volume 25","Panicum sect. Dichotomiflora"
"Panicum sect. Hemitonia","Volume 25","Panicum sect. Hemitonia"
"Panicum sect. Monticola","Volume 25","Panicum sect. Monticola"
"Panicum sect. Obtusa","Volume 25","Panicum sect. Obtusa"
"Panicum sect. Panicum","Volume 25","Panicum sect. Panicum"
"Panicum sect. Phanopyrum","Volume 25","Panicum sect. Phanopyrum"
"Panicum sect. Repentia","Volume 25","Panicum sect. Repentia"
"Panicum sect. Tenera","Volume 25","Panicum sect. Tenera"
"Panicum sect. Urvilleana","Volume 25","Panicum sect. Urvilleana"
"Panicum sect. Verrucosa","Volume 25","Panicum sect. Verrucosa"
"Panicum subg. Agrostoidea","Volume 25","Panicum subg. Agrostoidea"
"Panicum subg. Panicum","Volume 25","Panicum subg. Panicum"
"Panicum subg. Phanopyrum","Volume 25","Panicum subg. Phanopyrum"
"Panicum virgatum","Volume 25","Panicum virgatum"
"Papaver rhoeas","Volume 3","Papaver rhoeas"
"Papaver somniferum","Volume 3","Papaver somniferum"
"Paraleucobryum longifolium","Volume 27","Paraleucobryum longifolium"
"Parnassia parviflora","Volume 12","Parnassia parviflora"
"Parthenocissus quinquefolia","Volume 12","Parthenocissus quinquefolia"
"Parthenocissus vitacea","Volume 12","Parthenocissus vitacea"
"Pedicularis palustris","Volume 17","Pedicularis palustris"
"Pedicularis palustris subsp. palustris","Volume 17","Pedicularis palustris subsp. palustris"
"Penstemon digitalis","Volume 17","Penstemon digitalis"
"Persicaria amphibia","Volume 5","Persicaria amphibia"
"Persicaria arifolia","Volume 5","Persicaria arifolia"
"Persicaria hydropiper","Volume 5","Persicaria hydropiper"
"Persicaria hydropiperoides","Volume 5","Persicaria hydropiperoides"
"Persicaria lapathifolia","Volume 5","Persicaria lapathifolia"
"Persicaria maculosa","Volume 5","Persicaria maculosa"
